year,rank,market,gross,tickets,avg_price,avg_price_change,shows,dma_rank,revenue_per_show,tickets_per_show,tm_events,tm_avg_price,tm_unique_artists,gross_lag1,tickets_lag1,avg_price_lag1,shows_lag1,gross_growth,ticket_growth,dma_static_strength,annual_sales_avg,avg_ticket_price_dma,annual_sales_current,strength_vs_avg,price_premium_vs_dma,sales_momentum
2023,61,Ft. Myers-Naples,18251641,238816,76.43,0.18,154,61,118517.14935064936,1550.753246753247,,,,6418101.0,99053.0,64.79,44.0,1.843775908169722,1.4109920951409851,,,,,,,
2024,60,Ft. Myers-Naples,23312109,319374,72.99,-0.04,168,55,138762.55357142858,1901.0357142857144,,,,18251641.0,238816.0,76.43,154.0,0.2772609871079536,0.3373224574567868,,,,,,,
2022,53,Ft. Smith,6155586,118911,51.77,0.0,19,95,323978.2105263158,6258.473684210527,,,,,,,,,,,,,,,,
2023,83,Ft. Smith,8446241,147408,57.3,0.11,30,99,281541.36666666664,4913.6,,,,6155586.0,118911.0,51.77,19.0,0.3721262281121569,0.2396498221358831,,,,,,,
2024,81,Ft. Smith,12541477,213097,58.85,0.03,37,97,338958.8378378378,5759.378378378378,,,,8446241.0,147408.0,57.3,30.0,0.4848590041416056,0.445627103006621,,,,,,,
2022,87,Ft. Wayne,2224545,51702,43.03,0.0,88,111,25278.920454545456,587.5227272727273,,,,,,,,,,,,,,,,
2023,94,Ft. Wayne,7068200,160743,43.97,0.02,142,110,49776.05633802817,1131.9929577464789,,,,2224545.0,51702.0,43.03,88.0,2.1773688552040977,2.109028664268307,,,,,,,
2024,82,Ft. Wayne,11758895,219241,53.63,0.22,138,108,85209.38405797101,1588.7028985507247,,,,7068200.0,160743.0,43.97,142.0,0.6636335983701649,0.3639225347293506,,,,,,,
2022,61,Grand Rapids-Kalamazoo,4944432,94903,52.1,0.0,77,41,64213.4025974026,1232.5064935064936,,,,,,,,,,,,,,,,
2023,59,Grand Rapids-Kalamazoo,18729510,381644,49.08,-0.06,325,44,57629.26153846154,1174.2892307692307,,,,4944432.0,94903.0,52.1,77.0,2.7880003203603567,3.0214113357849595,,,,,,,
2024,41,Grand Rapids-Kalamazoo,40342466,685437,58.86,0.2,440,42,91687.42272727271,1557.8113636363637,,,,18729510.0,381644.0,49.08,325.0,1.1539520254400677,0.7960114661831446,,,,,,,
2025,52,Grand Rapids-Kalamazoo-Battle Creek,36357174,606248,59.97,0.019,409,43,88892.84596577018,1482.2689486552567,,,,,,,,,,168.0,49.0,59.97,49.0,1.0587077730403411,1.0,1.0
2023,68,Green Bay-Appleton,15157286,174304,86.96,0.72,66,68,229655.84848484848,2640.969696969697,,,,,,,,,,142.66666666666666,34.0,78.42333333333333,39.0,0.8990613628199722,1.1088536574998937,1.1470588235294117
2024,71,Green Bay-Appleton,16694888,219459,76.07,-0.13,110,69,151771.70909090908,1995.081818181818,,,,15157286.0,174304.0,86.96,66.0,0.1014430947598401,0.2590588856251148,142.66666666666666,34.0,78.42333333333333,39.0,0.8990613628199722,0.9699919241722276,1.1470588235294117
2025,62,Green Bay-Appleton,22145037,306558,72.24,-0.05,153,68,144738.8039215686,2003.6470588235293,,,,16694888.0,219459.0,76.07,110.0,0.3264561583162462,0.3968805107104287,142.66666666666666,34.0,78.42333333333333,39.0,0.8990613628199722,0.9211544183278786,1.1470588235294117
2025,36,Greensboro-High Point-Winston-Salem,60012194,881500,68.08,-0.075,304,46,197408.53289473685,2899.6710526315787,,,,,,,,,,165.0,65.0,68.08,65.0,1.0398022770931923,1.0,1.0
2022,89,Greensboro-Winston Salem,2119884,44077,48.1,0.0,44,47,48179.181818181816,1001.75,,,,,,,,,,,,,,,,
2023,40,Greensboro-Winston Salem,32015006,378757,84.53,0.76,190,46,168500.03157894738,1993.457894736842,,,,2119884.0,44077.0,48.1,44.0,14.10224427374328,7.593075753794496,,,,,,,
2024,39,Greensboro-Winston Salem,43137508,586331,73.57,-0.13,274,47,157436.16058394162,2139.894160583942,,,,32015006.0,378757.0,84.53,190.0,0.3474152714511438,0.548040036223753,,,,,,,
2022,42,Greenville-Spartanburg,8411611,160772,52.32,0.0,118,35,71284.83898305085,1362.4745762711864,,,,,,,,,,,,,,,,
2023,39,Greenville-Spartanburg,36390876,509173,71.47,0.37,312,37,116637.42307692308,1631.9647435897436,,,,8411611.0,160772.0,52.32,118.0,3.326267108643041,2.167050232627572,,,,,,,
2024,48,Greenville-Spartanburg,33147576,442383,74.93,0.05,192,37,172643.625,2304.078125,,,,36390876.0,509173.0,71.47,312.0,-0.0891239881117453,-0.1311734911316978,,,,,,,
2025,41,Greenville-Spartanburg-Asheville-Anderson,54769300,822100,66.62,-0.111,282,36,194217.3758865248,2915.248226950355,,,,,,,,,,175.0,60.0,66.62,60.0,1.102820596917022,1.0,1.0
2025,67,Harlingen-Weslaco-Brownsville-McAllen,18632463,184805,100.82,0.038,57,80,326885.3157894737,3242.1929824561403,,,,,,,,,,131.0,34.0,100.82,34.0,0.8255399896921708,1.0,1.0
2025,47,Harrisburg-Lancaster-Lebanon-York,44104498,443128,99.53,0.353,76,42,580322.3421052631,5830.631578947368,,,,,,,,,,169.0,54.0,99.53,54.0,1.065009605022724,1.0,1.0
2023,65,Harrisburg-York-Lancaster,16326195,219215,74.48,-0.02,42,43,388718.9285714286,5219.4047619047615,,,,,,,,,,,,,,,,
2024,69,Harrisburg-York-Lancaster,19728654,268287,73.54,-0.01,56,43,352297.39285714284,4790.839285714285,,,,16326195.0,219215.0,74.48,42.0,0.2084048977731798,0.2238532947106721,,,,,,,
2022,35,Harrisburg/York/Lancaster,16536639,217991,75.86,0.0,24,42,689026.625,9082.958333333334,,,,,,,,,,,,,,,,
2022,21,Hartford-New Haven,30181334,415813,72.58,0.0,184,32,164028.98913043478,2259.853260869565,,,,,,,,,,179.0,72.25,71.32,69.0,1.128027924846554,1.0176668536174986,0.9550173010380623
2023,29,Hartford-New Haven,50548189,800312,63.16,-0.13,327,30,154581.61773700305,2447.437308868501,,,,30181334.0,415813.0,72.58,184.0,0.6748162622632916,0.9246921091933152,179.0,72.25,71.32,69.0,1.128027924846554,0.8855860908581044,0.9550173010380623
2024,33,Hartford-New Haven,57343763,812808,70.55,0.12,293,34,195712.50170648465,2774.0887372013653,,,,50548189.0,800312.0,63.16,327.0,0.1344375364268737,0.0156139105748758,179.0,72.25,71.32,69.0,1.128027924846554,0.9892035894559731,0.9550173010380623
2025,32,Hartford-New Haven,81690796,1034251,78.99,0.12,310,32,263518.69677419355,3336.293548387097,,,,57343763.0,812808.0,70.55,293.0,0.4245803157354706,0.2724419543114733,179.0,72.25,71.32,69.0,1.128027924846554,1.107543466068424,0.9550173010380623
2025,97,Honolulu,6928804,65205,106.26,0.258,25,69,277152.16,2608.2,,,,,,,,,,142.0,4.0,106.26,4.0,0.8948601414983836,1.0,1.0
2022,10,Houston,45734158,546409,83.7,0.0,141,8,324355.7304964539,3875.241134751773,,,,,,,,,,204.0,85.25,96.5025,80.0,1.2855737244061285,0.8673350431335977,0.9384164222873901
2023,15,Houston,138209762,1374414,100.56,0.2,439,8,314828.6150341686,3130.7835990888384,,,,45734158.0,546409.0,83.7,141.0,2.0220248506597627,1.5153575435250883,204.0,85.25,96.5025,80.0,1.2855737244061285,1.042045542861584,0.9384164222873901
2024,17,Houston,170669310,1631831,104.59,0.04,477,6,357797.2955974843,3421.029350104822,,,,138209762.0,1374414.0,100.56,439.0,0.2348571297011568,0.1872921841599402,204.0,85.25,96.5025,80.0,1.2855737244061285,1.0838061190124608,0.9384164222873901
2025,21,Houston,135643052,1396139,97.16,-0.071,392,6,346028.193877551,3561.579081632653,,,,170669310.0,1631831.0,104.59,477.0,-0.2052288018273467,-0.1444340743618671,204.0,85.25,96.5025,80.0,1.2855737244061285,1.0068132949923576,0.9384164222873901
2023,74,Huntsville-Decatur,11888542,162728,73.06,0.37,45,79,264189.8222222222,3616.177777777778,,,,,,,,,,,,,,,,
2024,78,Huntsville-Decatur,13630962,211471,64.46,-0.12,58,81,235016.58620689652,3646.051724137931,,,,11888542.0,162728.0,73.06,45.0,0.1465629679400553,0.2995366501155301,,,,,,,
2025,74,Huntsville-Decatur (Florence),14363505,224753,63.91,-0.009,67,75,214380.67164179104,3354.5223880597014,,,,,,,,,,136.0,27.0,63.91,27.0,0.8570491496040856,1.0,1.0
2022,23,Indianapolis,28963699,543537,53.29,0.0,109,25,265722.00917431194,4986.577981651376,,,,,,,,,,185.5,77.75,64.0275,81.0,1.1689898327320434,0.8322986216859942,1.0418006430868167
2023,26,Indianapolis,68745421,1094711,62.8,0.18,383,27,179491.96083550915,2858.253263707572,,,,28963699.0,543537.0,53.29,109.0,1.373502811225873,1.0140505614153223,185.5,77.75,64.0275,81.0,1.1689898327320434,0.980828550232322,1.0418006430868167
2024,24,Indianapolis,100588792,1542099,65.23,0.04,355,25,283348.70985915494,4343.940845070422,,,,68745421.0,1094711.0,62.8,383.0,0.4632071567355738,0.4086813780075289,185.5,77.75,64.0275,81.0,1.1689898327320434,1.018780992542267,1.0418006430868167
2025,20,Indianapolis,136124403,1820103,74.79,0.147,421,25,323335.87410926365,4323.285035629454,,,,100588792.0,1542099.0,65.23,355.0,0.3532760488862416,0.1802763635797701,185.5,77.75,64.0275,81.0,1.1689898327320434,1.1680918355394168,1.0418006430868167
2022,26,Jacksonville,22566159,356784,63.25,0.0,174,43,129690.56896551725,2050.4827586206898,,,,,,,,,,168.0,67.25,71.71,66.0,1.0587077730403411,0.88202482220053,0.9814126394052045
2023,37,Jacksonville,42568649,634134,67.13,0.06,302,47,140955.79139072847,2099.781456953642,,,,22566159.0,356784.0,63.25,174.0,0.8863932049756451,0.7773610924256693,168.0,67.25,71.71,66.0,1.0587077730403411,0.9361316413331474,0.9814126394052045
2024,37,Jacksonville,49296512,671108,73.46,0.09,284,41,173579.2676056338,2363.056338028169,,,,42568649.0,634134.0,67.13,302.0,0.1580473695559376,0.0583062885762315,168.0,67.25,71.71,66.0,1.0587077730403411,1.0244038488355878,0.9814126394052045
2025,35,Jacksonville,65049151,783737,83.0,0.13,405,41,160615.187654321,1935.153086419753,,,,49296512.0,671108.0,73.46,284.0,0.3195487542810331,0.1678254468729325,168.0,67.25,71.71,66.0,1.0587077730403411,1.157439687630735,0.9814126394052045
2024,99,Johnstown-Altoona,6803328,100926,67.41,0.78,37,109,183873.72972972973,2727.7297297297296,,,,,,,,,,,,,,,,
2025,75,Johnstown-Altoona-State College,13560484,146116,92.81,0.377,17,112,797675.5294117647,8595.058823529413,,,,,,,,,,99.0,26.0,92.81,26.0,0.6238813662559153,1.0,1.0
2022,52,Kansas City,6394026,118275,54.06,0.0,32,34,199813.3125,3696.09375,,,,,,,,,,177.75,62.25,79.75,62.0,1.1201506348685752,0.6778683385579938,0.9959839357429718
2023,30,Kansas City,48724315,521893,93.36,0.73,104,33,468503.0288461539,5018.201923076923,,,,6394026.0,118275.0,54.06,32.0,6.620287280658539,3.412538575354048,177.75,62.25,79.75,62.0,1.1201506348685752,1.1706583072100314,0.9959839357429718
2024,34,Kansas City,55966199,617884,90.58,-0.03,106,33,527983.0094339623,5829.094339622641,,,,48724315.0,521893.0,93.36,104.0,0.1486297755032575,0.1839285064179823,177.75,62.25,79.75,62.0,1.1201506348685752,1.1357993730407523,0.9959839357429718
2025,39,Kansas City,56526278,697833,81.0,-0.106,227,33,249014.44052863435,3074.1541850220265,,,,55966199.0,617884.0,90.58,106.0,0.0100074511045498,0.1293916010124878,177.75,62.25,79.75,62.0,1.1201506348685752,1.0156739811912225,0.9959839357429718
2022,97,Knoxville,1601067,30947,51.74,0.0,18,62,88948.16666666667,1719.2777777777778,,,,,,,,,,149.75,41.5,75.0875,46.0,0.9436993393618517,0.6890627601132012,1.108433734939759
2023,41,Knoxville,29518974,389997,75.69,0.46,149,62,198113.91946308725,2617.4295302013425,,,,1601067.0,30947.0,51.74,18.0,17.43706353325626,11.602093902478432,149.75,41.5,75.0875,46.0,0.9436993393618517,1.0080239720326285,1.108433734939759
2024,45,Knoxville,35969148,407703,88.22,0.17,124,61,290073.7741935484,3287.9274193548385,,,,29518974.0,389997.0,75.69,149.0,0.2185094238031444,0.0454003492334555,149.75,41.5,75.0875,46.0,0.9436993393618517,1.174895954719494,1.108433734939759
2025,55,Knoxville,33706693,397961,84.7,-0.04,150,60,224711.28666666665,2653.0733333333333,,,,35969148.0,407703.0,88.22,124.0,-0.0628998774171687,-0.023894845021989,149.75,41.5,75.0875,46.0,0.9436993393618517,1.1280173131346762,1.108433734939759
2023,82,Lansing,8529353,101247,84.24,1.31,64,113,133271.140625,1581.984375,,,,,,,,,,,,,,,,
2022,1,Las Vegas,197182030,1022793,192.79,0.0,292,40,675280.9246575342,3502.7157534246576,,,,,,,,,,171.0,99.0,181.155,99.0,1.07761326898749,1.064226767133118,1.0
2023,2,Las Vegas,518813927,3420314,151.69,-0.21,966,40,537074.4585921325,3540.697722567288,,,,197182030.0,1022793.0,192.79,292.0,1.631142031553281,2.344092108569378,171.0,99.0,181.155,99.0,1.07761326898749,0.8373492313212442,1.0
2024,3,Las Vegas,600017204,3410840,175.91,0.16,1034,40,580287.4313346228,3298.684719535783,,,,518813927.0,3420314.0,151.69,966.0,0.1565171495483004,-0.0027699211242008,171.0,99.0,181.155,99.0,1.07761326898749,0.9710468935442025,1.0
2025,2,Las Vegas,796930022,3902147,204.23,0.161,1132,40,704001.7862190813,3447.1263250883394,226.0,28.405273224043714,49.0,600017204.0,3410840.0,175.91,1034.0,0.3281786200250352,0.1440428164323157,171.0,99.0,181.155,99.0,1.07761326898749,1.1273771080014352,1.0
2022,75,Lexington,3352364,48534,69.07,0.0,25,63,134094.56,1941.36,,,,,,,,,,148.0,41.5,68.4975,48.0,0.9326711333926815,1.0083579692689513,1.1566265060240963
2023,58,Lexington,19341695,254656,75.95,0.1,78,63,247970.44871794872,3264.8205128205127,,,,3352364.0,48534.0,69.07,25.0,4.769568877365346,4.246960893394322,148.0,41.5,68.4975,48.0,0.9326711333926815,1.1087995912259572,1.1566265060240963
2024,52,Lexington,30541169,492087,62.06,-0.18,154,63,198319.2792207792,3195.37012987013,,,,19341695.0,254656.0,75.95,78.0,0.579032706285566,0.9323597323448104,148.0,41.5,68.4975,48.0,0.9326711333926815,0.906018467827293,1.1566265060240963
2025,53,Lexington,35984855,537848,66.91,0.078,194,63,185488.94329896907,2772.4123711340208,,,,30541169.0,492087.0,62.06,154.0,0.1782409180211799,0.0929937185904119,148.0,41.5,68.4975,48.0,0.9326711333926815,0.9768239716777983,1.1566265060240963
2022,73,Lincoln-Hastings-Kearney,3406325,58466,58.26,0.0,41,105,83081.09756097561,1426.0,,,,,,,,,,105.25,25.0,70.335,12.0,0.663267816145809,0.8283216037534656,0.48
2023,79,Lincoln-Hastings-Kearney,10345747,129990,79.59,0.37,72,105,143690.93055555556,1805.4166666666667,,,,3406325.0,58466.0,58.26,41.0,2.037216648440768,1.223343481681661,105.25,25.0,70.335,12.0,0.663267816145809,1.1315845596075924,0.48
2024,63,Lincoln-Hastings-Kearney,22082699,252947,87.3,0.1,96,106,230028.1145833333,2634.864583333333,,,,10345747.0,129990.0,79.59,72.0,1.1344711986481015,0.9458958381413956,105.25,25.0,70.335,12.0,0.663267816145809,1.2412028150991683,0.48
2025,89,Lincoln-Hastings-Kearney,8871701,157885,56.19,-0.356,101,107,87838.62376237624,1563.217821782178,,,,22082699.0,252947.0,87.3,96.0,-0.5982510561775081,-0.375817859077198,105.25,25.0,70.335,12.0,0.663267816145809,0.798891021539774,0.48
2022,81,Little Rock,2850907,61561,46.31,0.0,25,59,114036.28,2462.44,,,,,,,,,,,,,,,,
2023,43,Little Rock,27748330,330390,83.99,0.81,67,57,414154.1791044776,4931.194029850746,,,,2850907.0,61561.0,46.31,25.0,8.733158605314028,4.366871883172788,,,,,,,
2024,68,Little Rock,20278175,328250,61.78,-0.26,85,60,238566.76470588235,3861.764705882353,,,,27748330.0,330390.0,83.99,67.0,-0.2692109759398133,-0.0064771936196615,,,,,,,
2025,61,Little Rock-Pine Bluff,23753693,326783,72.69,0.177,81,58,293255.4691358025,4034.358024691358,,,,,,,,,,153.0,40.0,72.69,40.0,0.9641802933045964,1.0,1.0
2022,2,Los Angeles,154186341,1564484,98.55,0.0,199,2,774805.7336683417,7861.728643216081,,,,,,,,,,209.0,98.5,113.3725,98.0,1.3170828843180433,0.8692584180467045,0.9949238578680203
2023,3,Los Angeles,515075052,4458618,115.52,0.17,841,2,612455.4720570749,5301.567181926278,,,,154186341.0,1564484.0,98.55,199.0,2.340601045847505,1.849896834994797,209.0,98.5,113.3725,98.0,1.3170828843180433,1.0189419832851883,0.9949238578680203
2024,2,Los Angeles,718430010,5819641,123.45,0.07,1125,2,638604.4533333334,5173.014222222222,,,,515075052.0,4458618.0,115.52,841.0,0.3948064601661196,0.3052566961331964,209.0,98.5,113.3725,98.0,1.3170828843180433,1.0888883988621578,0.9949238578680203
2025,3,Los Angeles,547340096,4719798,115.97,-0.061,1146,2,477609.1588132635,4118.497382198952,183.0,34.53449438202247,118.0,718430010.0,5819641.0,123.45,1125.0,-0.2381441638274548,-0.1889881179955945,209.0,98.5,113.3725,98.0,1.3170828843180433,1.0229111998059495,0.9949238578680203
2022,43,Louisville,7998128,135533,59.01,0.0,37,49,216165.62162162163,3663.054054054054,,,,,,,,,,162.25,50.25,75.035,33.0,1.022472239141639,0.7864329979342973,0.6567164179104478
2023,46,Louisville,26113121,361788,72.18,0.22,81,49,322384.2098765432,4466.518518518518,,,,7998128.0,135533.0,59.01,37.0,2.2649041125623395,1.66937203485498,162.25,50.25,75.035,33.0,1.022472239141639,0.9619510894915707,0.6567164179104478
2024,46,Louisville,35453977,385041,92.08,0.28,85,48,417105.61176470586,4529.894117647059,,,,26113121.0,361788.0,72.18,81.0,0.3577073763032767,0.064272446847325,162.25,50.25,75.035,33.0,1.022472239141639,1.2271606583594323,0.6567164179104478
2025,68,Louisville,18504560,240729,76.87,-0.165,70,49,264350.8571428572,3438.9857142857145,,,,35453977.0,385041.0,92.08,85.0,-0.4780681445130965,-0.3747964502481554,162.25,50.25,75.035,33.0,1.022472239141639,1.0244552542146999,0.6567164179104478
2022,85,Lubbock,2359336,48237,48.91,0.0,14,145,168524.0,3445.5,,,,,,,,,,,,,,,,
2022,78,Madison,3148592,76893,40.95,0.0,78,81,40366.5641025641,985.8076923076924,,,,,,,,,,133.5,26.75,50.97,38.0,0.8412945696481282,0.8034137728075339,1.4205607476635513
2023,84,Madison,8444094,196184,43.04,0.05,235,80,35932.31489361702,834.8255319148936,,,,3148592.0,76893.0,40.95,78.0,1.6818635123255097,1.5513895933309922,133.5,26.75,50.97,38.0,0.8412945696481282,0.8444182852658426,1.4205607476635513
2024,72,Madison,16067192,290936,55.23,0.28,271,72,59288.531365313655,1073.5645756457563,,,,8444094.0,196184.0,43.04,235.0,0.9027727545429978,0.4829751661705337,133.5,26.75,50.97,38.0,0.8412945696481282,1.0835785756327252,1.4205607476635513
2025,63,Madison,21815670,337386,64.66,0.171,346,77,63051.06936416185,975.1040462427744,,,,16067192.0,290936.0,55.23,271.0,0.3577773888555013,0.1596571067176286,133.5,26.75,50.97,38.0,0.8412945696481282,1.2685893662938983,1.4205607476635513
2022,65,McAllen-Brownsville,4321953,41458,104.25,0.0,7,85,617421.8571428572,5922.571428571428,,,,,,,,,,,,,,,,
2023,51,McAllen-Brownsville,21551371,230005,93.7,-0.1,90,84,239459.67777777775,2555.6111111111118,,,,4321953.0,41458.0,104.25,7.0,3.986488978478016,4.547903902744947,,,,,,,
2024,55,McAllen-Brownsville,26061545,268359,97.11,0.04,82,83,317823.7195121951,3272.670731707317,,,,21551371.0,230005.0,93.7,90.0,0.2092755027046771,0.1667528966761591,,,,,,,
2022,54,Memphis,5828101,102262,56.99,0.0,42,51,138764.30952380953,2434.809523809524,,,,,,,,,,159.75,38.0,70.47,16.0,1.0067176591856815,0.8087129274868738,0.42105263157894735
2023,54,Memphis,20933642,268725,77.9,0.37,84,51,249210.02380952385,3199.1071428571427,,,,5828101.0,102262.0,56.99,42.0,2.5918461262081767,1.627808961295496,159.75,38.0,70.47,16.0,1.0067176591856815,1.1054349368525616,0.42105263157894735
2024,59,Memphis,24194448,323761,74.73,-0.04,111,52,217968.0,2916.765765765766,,,,20933642.0,268725.0,77.9,84.0,0.1557686904170807,0.2048041678295655,159.75,38.0,70.47,16.0,1.0067176591856815,1.0604512558535548,0.42105263157894735
2025,85,Memphis,10252562,141879,72.26,-0.033,57,51,179869.50877192983,2489.1052631578946,,,,24194448.0,323761.0,74.73,111.0,-0.5762431943063963,-0.5617785959395973,159.75,38.0,70.47,16.0,1.0067176591856815,1.0254008798070102,0.42105263157894735
2022,12,Miami,42252064,427700,98.79,0.0,70,18,603600.9142857143,6110.0,,,,,,,,,,,,,,,,
2023,7,Miami,207883962,1812116,114.72,0.16,399,16,521012.4360902256,4541.644110275689,,,,42252064.0,427700.0,98.79,70.0,3.920090104947299,3.236885667523965,,,,,,,
2024,9,Miami - Ft. Lauderdale,264924195,2294435,115.46,0.01,634,18,417861.5063091483,3618.9826498422713,,,,,,,,,,,,,,,,
2025,13,Miami-Ft. Lauderdale,203683629,1582794,128.69,0.115,606,18,336111.599009901,2611.871287128713,,,,,,,,,,193.0,88.0,128.69,88.0,1.2162535725999157,1.0,1.0
2022,34,Milwaukee,16538612,218204,75.79,0.0,29,37,570296.9655172414,7524.275862068966,,,,,,,,,,174.0,67.5,93.8875,63.0,1.096518764934639,0.8072427106909866,0.9333333333333333
2023,33,Milwaukee,44369211,529218,83.84,0.11,78,35,568836.0384615385,6784.846153846154,,,,16538612.0,218204.0,75.79,29.0,1.682765095402202,1.4253359241810415,174.0,67.5,93.8875,63.0,1.096518764934639,0.8929836240181068,0.9333333333333333
2024,29,Milwaukee,76095044,624159,121.92,0.45,96,38,792656.7083333334,6501.65625,,,,44369211.0,529218.0,83.84,78.0,0.7150416310084937,0.1793986599095269,174.0,67.5,93.8875,63.0,1.096518764934639,1.2985754227133537,0.9333333333333333
2025,38,Milwaukee,59372870,631602,94.0,-0.229,94,38,631626.2765957447,6719.170212765957,,,,76095044.0,624159.0,121.92,96.0,-0.2197537858050255,0.0119248460728755,174.0,67.5,93.8875,63.0,1.096518764934639,1.001198242577553,0.9333333333333333
2022,15,Minneapolis-St. Paul,39550678,440668,89.75,0.0,273,14,144874.27838827838,1614.1684981684982,,,,,,,,,,196.0,82.5,83.185,79.0,1.2351590685470646,1.078920478451644,0.9575757575757575
2023,17,Minneapolis-St. Paul,129671417,1964182,66.02,-0.26,974,15,133132.87166324435,2016.6139630390144,,,,39550678.0,440668.0,89.75,273.0,2.27861426294639,3.457283033939383,196.0,82.5,83.185,79.0,1.2351590685470646,0.7936527018092203,0.9575757575757575
2024,20,Minneapolis-St. Paul,137514647,1677225,81.99,0.24,1097,15,125355.19325433,1528.9197812215132,,,,129671417.0,1964182.0,66.02,974.0,0.060485419080444,-0.1460949138114492,196.0,82.5,83.185,79.0,1.2351590685470646,0.9856344292841257,0.9575757575757575
2025,22,Minneapolis-St. Paul,113992610,1200130,94.98,0.158,356,16,320203.9606741573,3371.1516853932585,,,,137514647.0,1677225.0,81.99,1097.0,-0.1710511390106684,-0.2844549777161681,196.0,82.5,83.185,79.0,1.2351590685470646,1.14179239045501,0.9575757575757575
2022,51,Missoula,6416049,123549,51.93,0.0,49,161,130939.77551020408,2521.408163265306,,,,,,,,,,49.0,24.5,57.7975,35.0,0.30878976713676615,0.8984817682425711,1.4285714285714286
2023,96,Missoula,6897306,175016,39.41,-0.24,131,164,52651.19083969466,1336.0,,,,6416049.0,123549.0,51.93,49.0,0.0750083111896433,0.4165715626998194,49.0,24.5,57.7975,35.0,0.30878976713676615,0.6818634023962974,1.4285714285714286
2024,93,Missoula,8956589,176663,50.7,0.29,93,162,96307.40860215054,1899.6021505376343,,,,6897306.0,175016.0,39.41,131.0,0.2985633811230066,0.0094105681766238,49.0,24.5,57.7975,35.0,0.30878976713676615,0.8772005709589515,1.4285714285714286
2025,66,Missoula,19239393,215812,89.15,0.758,102,161,188621.5,2115.803921568628,,,,8956589.0,176663.0,50.7,93.0,1.1480714365703282,0.2216027125091275,49.0,24.5,57.7975,35.0,0.30878976713676615,1.54245425840218,1.4285714285714286
2022,48,Mobile-Pensacola,6585009,110910,59.37,0.0,92,57,71576.18478260869,1205.5434782608695,,,,,,,,,,,,,,,,
2023,72,Mobile-Pensacola,12864838,172246,74.69,0.26,107,60,120232.1308411215,1609.7757009345794,,,,6585009.0,110910.0,59.37,92.0,0.9536553404862468,0.5530249752051213,,,,,,,
2024,86,Mobile-Pensacola,10839257,134941,80.33,0.08,54,58,200726.9814814815,2498.9074074074074,,,,12864838.0,172246.0,74.69,107.0,-0.1574509527442165,-0.2165797754374557,,,,,,,
2025,98,Mobile-Pensacola (Fort Walton Beach),6383494,93172,68.51,-0.147,55,57,116063.52727272728,1694.0363636363636,,,,,,,,,,154.0,3.0,68.51,3.0,0.9704821252869794,1.0,1.0
2022,9,Nashville,48115489,628295,76.58,0.0,383,29,125627.908616188,1640.4569190600523,,,,,,,,,,183.25,88.5,83.815,84.0,1.1548107107716816,0.9136789357513572,0.9491525423728814
2023,12,Nashville,168859507,2074789,81.39,0.06,896,29,188459.27120535716,2315.612723214286,,,,48115489.0,628295.0,76.58,383.0,2.509462555810251,2.3022529225920945,183.25,88.5,83.815,84.0,1.1548107107716816,0.9710672314024936,0.9491525423728814
2024,12,Nashville,227998795,2326642,97.99,0.2,501,27,455087.4151696607,4643.996007984032,,,,168859507.0,2074789.0,81.39,896.0,0.3502277665657285,0.1213872832369942,183.25,88.5,83.815,84.0,1.1548107107716816,1.1691224721111972,0.9491525423728814
2025,17,Nashville,146841864,1851805,79.3,-0.191,957,26,153439.77429467085,1935.010449320794,6.0,29.326666666666668,6.0,227998795.0,2326642.0,97.99,501.0,-0.3559533329989748,-0.2040868341584136,183.25,88.5,83.815,84.0,1.1548107107716816,0.946131360734952,0.9491525423728814
2022,44,New Orleans,7515608,96596,77.8,0.0,14,50,536829.1428571428,6899.714285714285,,,,,,,,,,161.0,43.0,95.6,29.0,1.0145949491636603,0.8138075313807531,0.6744186046511628
2023,60,New Orleans,18493262,212684,86.95,0.12,63,50,293543.84126984124,3375.936507936508,,,,7515608.0,96596.0,77.8,14.0,1.4606474951860182,1.2017888939500598,161.0,43.0,95.6,29.0,1.0145949491636603,0.9095188284518829,0.6744186046511628
2024,56,New Orleans,25988740,233725,111.19,0.28,52,50,499783.4615384616,4494.711538461538,,,,18493262.0,212684.0,86.95,63.0,0.4053085929350917,0.0989308081472983,161.0,43.0,95.6,29.0,1.0145949491636603,1.1630753138075314,0.6744186046511628
2025,72,New Orleans,15769554,148125,106.46,-0.043,48,50,328532.375,3085.9375,,,,25988740.0,233725.0,111.19,52.0,-0.393215908120209,-0.3662423788640496,161.0,43.0,95.6,29.0,1.0145949491636603,1.1135983263598326,0.6744186046511628
2022,3,New York,116254330,1402782,82.87,0.0,881,1,131957.2417707151,1592.261066969353,,,,,,,,,,210.0,99.5,100.7375,100.0,1.3233847163004264,0.8226330810274228,1.0050251256281406
2023,1,New York,796613879,7568956,105.25,0.27,3240,1,245868.4811728395,2336.0975308641973,,,,116254330.0,1402782.0,82.87,881.0,5.852337276383598,4.395675165492571,210.0,99.5,100.7375,100.0,1.3233847163004264,1.0447946395334409,1.0050251256281406
2024,1,New York,912581848,8581899,106.34,0.01,3142,1,290446.16422660724,2731.3491406747294,,,,796613879.0,7568956.0,105.25,3240.0,0.1455761342566315,0.1338286284132184,210.0,99.5,100.7375,100.0,1.3233847163004264,1.055614840550937,1.0050251256281406
