year,rank,market,gross,tickets,avg_price,avg_price_change,shows,dma_rank,revenue_per_show,tickets_per_show,tm_events,tm_avg_price,tm_unique_artists,gross_lag1,tickets_lag1,avg_price_lag1,shows_lag1,gross_growth,ticket_growth
2024,78,Huntsville-Decatur,13630962,211471,64.46,-0.12,58,81,235016.58620689655,3646.051724137931,,,,11888542.0,162728.0,73.06,45.0,0.1465629679400553,0.2995366501155301
2025,74,Huntsville-Decatur (Florence),14363505,224753,63.91,-0.009,67,75,214380.67164179104,3354.5223880597014,,,,,,,,,
2022,23,Indianapolis,28963699,543537,53.29,0.0,109,25,265722.00917431194,4986.577981651376,,,,,,,,,
2023,26,Indianapolis,68745421,1094711,62.8,0.18,383,27,179491.96083550915,2858.253263707572,,,,28963699.0,543537.0,53.29,109.0,1.373502811225873,1.0140505614153223
2024,24,Indianapolis,100588792,1542099,65.23,0.04,355,25,283348.70985915494,4343.940845070422,,,,68745421.0,1094711.0,62.8,383.0,0.4632071567355738,0.4086813780075289
2025,20,Indianapolis,136124403,1820103,74.79,0.147,421,25,323335.87410926365,4323.285035629454,,,,100588792.0,1542099.0,65.23,355.0,0.35327604888624164,0.18027636357977017
2022,26,Jacksonville,22566159,356784,63.25,0.0,174,43,129690.56896551725,2050.4827586206898,,,,,,,,,
2023,37,Jacksonville,42568649,634134,67.13,0.06,302,47,140955.79139072847,2099.781456953642,,,,22566159.0,356784.0,63.25,174.0,0.8863932049756451,0.7773610924256693
2024,37,Jacksonville,49296512,671108,73.46,0.09,284,41,173579.2676056338,2363.056338028169,,,,42568649.0,634134.0,67.13,302.0,0.15804736955593768,0.058306288576231546
2025,35,Jacksonville,65049151,783737,83.0,0.13,405,41,160615.187654321,1935.153086419753,,,,49296512.0,671108.0,73.46,284.0,0.31954875428103313,0.16782544687293255
2024,99,Johnstown-Altoona,6803328,100926,67.41,0.78,37,109,183873.72972972973,2727.7297297297296,,,,,,,,,
2025,75,Johnstown-Altoona-State College,13560484,146116,92.81,0.377,17,112,797675.5294117647,8595.058823529413,,,,,,,,,
2022,52,Kansas City,6394026,118275,54.06,0.0,32,34,199813.3125,3696.09375,,,,,,,,,
2023,30,Kansas City,48724315,521893,93.36,0.73,104,33,468503.0288461539,5018.201923076923,,,,6394026.0,118275.0,54.06,32.0,6.620287280658539,3.4125385753540476
2024,34,Kansas City,55966199,617884,90.58,-0.03,106,33,527983.0094339623,5829.094339622641,,,,48724315.0,521893.0,93.36,104.0,0.1486297755032575,0.1839285064179823
2025,39,Kansas City,56526278,697833,81.0,-0.106,227,33,249014.44052863435,3074.1541850220265,,,,55966199.0,617884.0,90.58,106.0,0.010007451104549814,0.1293916010124878
2022,97,Knoxville,1601067,30947,51.74,0.0,18,62,88948.16666666667,1719.2777777777778,,,,,,,,,
2023,41,Knoxville,29518974,389997,75.69,0.46,149,62,198113.91946308725,2617.4295302013425,,,,1601067.0,30947.0,51.74,18.0,17.43706353325626,11.602093902478432
2024,45,Knoxville,35969148,407703,88.22,0.17,124,61,290073.77419354836,3287.9274193548385,,,,29518974.0,389997.0,75.69,149.0,0.21850942380314442,0.045400349233455595
2025,55,Knoxville,33706693,397961,84.7,-0.04,150,60,224711.28666666665,2653.0733333333333,,,,35969148.0,407703.0,88.22,124.0,-0.06289987741716874,-0.02389484502198902
2023,82,Lansing,8529353,101247,84.24,1.31,64,113,133271.140625,1581.984375,,,,,,,,,
2022,1,Las Vegas,197182030,1022793,192.79,0.0,292,40,675280.9246575342,3502.7157534246576,,,,,,,,,
2023,2,Las Vegas,518813927,3420314,151.69,-0.21,966,40,537074.4585921325,3540.6977225672877,,,,197182030.0,1022793.0,192.79,292.0,1.631142031553281,2.344092108569378
2024,3,Las Vegas,600017204,3410840,175.91,0.16,1034,40,580287.4313346228,3298.684719535783,,,,518813927.0,3420314.0,151.69,966.0,0.15651714954830043,-0.002769921124200825
2025,2,Las Vegas,796930022,3902147,204.23,0.161,1132,40,704001.7862190813,3447.1263250883394,226.0,28.405273224043714,49.0,600017204.0,3410840.0,175.91,1034.0,0.3281786200250352,0.14404281643231576
2022,75,Lexington,3352364,48534,69.07,0.0,25,63,134094.56,1941.36,,,,,,,,,
2023,58,Lexington,19341695,254656,75.95,0.1,78,63,247970.44871794872,3264.8205128205127,,,,3352364.0,48534.0,69.07,25.0,4.769568877365346,4.246960893394322
2024,52,Lexington,30541169,492087,62.06,-0.18,154,63,198319.27922077922,3195.37012987013,,,,19341695.0,254656.0,75.95,78.0,0.579032706285566,0.9323597323448103
2025,53,Lexington,35984855,537848,66.91,0.078,194,63,185488.94329896907,2772.4123711340208,,,,30541169.0,492087.0,62.06,154.0,0.17824091802117992,0.09299371859041194
2022,73,Lincoln-Hastings-Kearney,3406325,58466,58.26,0.0,41,105,83081.09756097561,1426.0,,,,,,,,,
2023,79,Lincoln-Hastings-Kearney,10345747,129990,79.59,0.37,72,105,143690.93055555556,1805.4166666666667,,,,3406325.0,58466.0,58.26,41.0,2.037216648440768,1.223343481681661
2024,63,Lincoln-Hastings-Kearney,22082699,252947,87.3,0.1,96,106,230028.11458333334,2634.8645833333335,,,,10345747.0,129990.0,79.59,72.0,1.1344711986481015,0.9458958381413956
2025,89,Lincoln-Hastings-Kearney,8871701,157885,56.19,-0.356,101,107,87838.62376237624,1563.2178217821781,,,,22082699.0,252947.0,87.3,96.0,-0.5982510561775081,-0.375817859077198
2022,81,Little Rock,2850907,61561,46.31,0.0,25,59,114036.28,2462.44,,,,,,,,,
2023,43,Little Rock,27748330,330390,83.99,0.81,67,57,414154.17910447763,4931.194029850746,,,,2850907.0,61561.0,46.31,25.0,8.733158605314028,4.366871883172788
2024,68,Little Rock,20278175,328250,61.78,-0.26,85,60,238566.76470588235,3861.764705882353,,,,27748330.0,330390.0,83.99,67.0,-0.26921097593981336,-0.006477193619661592
2025,61,Little Rock-Pine Bluff,23753693,326783,72.69,0.177,81,58,293255.4691358025,4034.358024691358,,,,,,,,,
2022,2,Los Angeles,154186341,1564484,98.55,0.0,199,2,774805.7336683417,7861.728643216081,,,,,,,,,
2023,3,Los Angeles,515075052,4458618,115.52,0.17,841,2,612455.4720570749,5301.567181926278,,,,154186341.0,1564484.0,98.55,199.0,2.340601045847505,1.849896834994797
2024,2,Los Angeles,718430010,5819641,123.45,0.07,1125,2,638604.4533333334,5173.014222222222,,,,515075052.0,4458618.0,115.52,841.0,0.39480646016611964,0.3052566961331964
2025,3,Los Angeles,547340096,4719798,115.97,-0.061,1146,2,477609.1588132635,4118.497382198952,183.0,34.53449438202247,118.0,718430010.0,5819641.0,123.45,1125.0,-0.23814416382745485,-0.18898811799559456
2022,43,Louisville,7998128,135533,59.01,0.0,37,49,216165.62162162163,3663.054054054054,,,,,,,,,
2023,46,Louisville,26113121,361788,72.18,0.22,81,49,322384.2098765432,4466.518518518518,,,,7998128.0,135533.0,59.01,37.0,2.2649041125623395,1.6693720348549799
2024,46,Louisville,35453977,385041,92.08,0.28,85,48,417105.61176470586,4529.894117647059,,,,26113121.0,361788.0,72.18,81.0,0.35770737630327676,0.06427244684732503
2025,68,Louisville,18504560,240729,76.87,-0.165,70,49,264350.85714285716,3438.9857142857145,,,,35453977.0,385041.0,92.08,85.0,-0.47806814451309654,-0.37479645024815544
2022,85,Lubbock,2359336,48237,48.91,0.0,14,145,168524.0,3445.5,,,,,,,,,
2022,78,Madison,3148592,76893,40.95,0.0,78,81,40366.5641025641,985.8076923076923,,,,,,,,,
2023,84,Madison,8444094,196184,43.04,0.05,235,80,35932.31489361702,834.8255319148936,,,,3148592.0,76893.0,40.95,78.0,1.6818635123255095,1.5513895933309922
2024,72,Madison,16067192,290936,55.23,0.28,271,72,59288.531365313655,1073.5645756457563,,,,8444094.0,196184.0,43.04,235.0,0.9027727545429978,0.4829751661705337
2025,63,Madison,21815670,337386,64.66,0.171,346,77,63051.06936416185,975.1040462427745,,,,16067192.0,290936.0,55.23,271.0,0.35777738885550137,0.15965710671762867
2022,65,McAllen-Brownsville,4321953,41458,104.25,0.0,7,85,617421.8571428572,5922.571428571428,,,,,,,,,
2023,51,McAllen-Brownsville,21551371,230005,93.7,-0.1,90,84,239459.67777777778,2555.6111111111113,,,,4321953.0,41458.0,104.25,7.0,3.9864889784780164,4.547903902744947
2024,55,McAllen-Brownsville,26061545,268359,97.11,0.04,82,83,317823.7195121951,3272.670731707317,,,,21551371.0,230005.0,93.7,90.0,0.2092755027046771,0.1667528966761591
2022,54,Memphis,5828101,102262,56.99,0.0,42,51,138764.30952380953,2434.809523809524,,,,,,,,,
2023,54,Memphis,20933642,268725,77.9,0.37,84,51,249210.02380952382,3199.1071428571427,,,,5828101.0,102262.0,56.99,42.0,2.5918461262081767,1.627808961295496
2024,59,Memphis,24194448,323761,74.73,-0.04,111,52,217968.0,2916.765765765766,,,,20933642.0,268725.0,77.9,84.0,0.15576869041708075,0.20480416782956556
2025,85,Memphis,10252562,141879,72.26,-0.033,57,51,179869.50877192983,2489.1052631578946,,,,24194448.0,323761.0,74.73,111.0,-0.5762431943063963,-0.5617785959395973
2022,12,Miami,42252064,427700,98.79,0.0,70,18,603600.9142857143,6110.0,,,,,,,,,
2023,7,Miami,207883962,1812116,114.72,0.16,399,16,521012.4360902256,4541.644110275689,,,,42252064.0,427700.0,98.79,70.0,3.920090104947299,3.236885667523965
2024,9,Miami - Ft. Lauderdale,264924195,2294435,115.46,0.01,634,18,417861.5063091483,3618.9826498422713,,,,,,,,,
2025,13,Miami-Ft. Lauderdale,203683629,1582794,128.69,0.115,606,18,336111.599009901,2611.871287128713,,,,,,,,,
2022,34,Milwaukee,16538612,218204,75.79,0.0,29,37,570296.9655172414,7524.275862068966,,,,,,,,,
2023,33,Milwaukee,44369211,529218,83.84,0.11,78,35,568836.0384615385,6784.846153846154,,,,16538612.0,218204.0,75.79,29.0,1.682765095402202,1.4253359241810415
2024,29,Milwaukee,76095044,624159,121.92,0.45,96,38,792656.7083333334,6501.65625,,,,44369211.0,529218.0,83.84,78.0,0.7150416310084937,0.17939865990952697
2025,38,Milwaukee,59372870,631602,94.0,-0.229,94,38,631626.2765957447,6719.170212765957,,,,76095044.0,624159.0,121.92,96.0,-0.21975378580502558,0.011924846072875583
2022,15,Minneapolis-St. Paul,39550678,440668,89.75,0.0,273,14,144874.27838827838,1614.1684981684982,,,,,,,,,
2023,17,Minneapolis-St. Paul,129671417,1964182,66.02,-0.26,974,15,133132.87166324435,2016.6139630390144,,,,39550678.0,440668.0,89.75,273.0,2.27861426294639,3.457283033939383
2024,20,Minneapolis-St. Paul,137514647,1677225,81.99,0.24,1097,15,125355.19325432999,1528.9197812215132,,,,129671417.0,1964182.0,66.02,974.0,0.060485419080444025,-0.14609491381144923
2025,22,Minneapolis-St. Paul,113992610,1200130,94.98,0.158,356,16,320203.9606741573,3371.1516853932585,,,,137514647.0,1677225.0,81.99,1097.0,-0.17105113901066848,-0.2844549777161681
2022,51,Missoula,6416049,123549,51.93,0.0,49,161,130939.77551020408,2521.408163265306,,,,,,,,,
2023,96,Missoula,6897306,175016,39.41,-0.24,131,164,52651.19083969466,1336.0,,,,6416049.0,123549.0,51.93,49.0,0.07500831118964335,0.41657156269981943
2024,93,Missoula,8956589,176663,50.7,0.29,93,162,96307.40860215054,1899.6021505376343,,,,6897306.0,175016.0,39.41,131.0,0.2985633811230066,0.00941056817662389
2025,66,Missoula,19239393,215812,89.15,0.758,102,161,188621.5,2115.8039215686276,,,,8956589.0,176663.0,50.7,93.0,1.1480714365703282,0.22160271250912755
2022,48,Mobile-Pensacola,6585009,110910,59.37,0.0,92,57,71576.18478260869,1205.5434782608695,,,,,,,,,
2023,72,Mobile-Pensacola,12864838,172246,74.69,0.26,107,60,120232.1308411215,1609.7757009345794,,,,6585009.0,110910.0,59.37,92.0,0.9536553404862469,0.5530249752051213
2024,86,Mobile-Pensacola,10839257,134941,80.33,0.08,54,58,200726.9814814815,2498.9074074074074,,,,12864838.0,172246.0,74.69,107.0,-0.1574509527442165,-0.21657977543745577
2025,98,Mobile-Pensacola (Fort Walton Beach),6383494,93172,68.51,-0.147,55,57,116063.52727272727,1694.0363636363636,,,,,,,,,
2022,9,Nashville,48115489,628295,76.58,0.0,383,29,125627.908616188,1640.4569190600523,,,,,,,,,
2023,12,Nashville,168859507,2074789,81.39,0.06,896,29,188459.27120535713,2315.612723214286,,,,48115489.0,628295.0,76.58,383.0,2.509462555810251,2.3022529225920945
2024,12,Nashville,227998795,2326642,97.99,0.2,501,27,455087.4151696607,4643.996007984032,,,,168859507.0,2074789.0,81.39,896.0,0.3502277665657285,0.12138728323699421
2025,17,Nashville,146841864,1851805,79.3,-0.191,957,26,153439.77429467085,1935.0104493207941,6.0,29.326666666666668,6.0,227998795.0,2326642.0,97.99,501.0,-0.3559533329989748,-0.20408683415841367
2022,44,New Orleans,7515608,96596,77.8,0.0,14,50,536829.1428571428,6899.714285714285,,,,,,,,,
2023,60,New Orleans,18493262,212684,86.95,0.12,63,50,293543.84126984124,3375.936507936508,,,,7515608.0,96596.0,77.8,14.0,1.4606474951860182,1.2017888939500598
2024,56,New Orleans,25988740,233725,111.19,0.28,52,50,499783.46153846156,4494.711538461538,,,,18493262.0,212684.0,86.95,63.0,0.4053085929350917,0.09893080814729838
2025,72,New Orleans,15769554,148125,106.46,-0.043,48,50,328532.375,3085.9375,,,,25988740.0,233725.0,111.19,52.0,-0.393215908120209,-0.36624237886404964
2022,3,New York,116254330,1402782,82.87,0.0,881,1,131957.2417707151,1592.261066969353,,,,,,,,,
2023,1,New York,796613879,7568956,105.25,0.27,3240,1,245868.4811728395,2336.0975308641973,,,,116254330.0,1402782.0,82.87,881.0,5.852337276383598,4.395675165492571
2024,1,New York,912581848,8581899,106.34,0.01,3142,1,290446.16422660724,2731.3491406747294,,,,796613879.0,7568956.0,105.25,3240.0,0.14557613425663152,0.1338286284132184
2025,1,New York,1044059179,9623396,108.49,0.02,3723,1,280434.91243620735,2584.849852269675,406.0,49.04233250620348,108.0,912581848.0,8581899.0,106.34,3142.0,0.14407182357192805,0.12135973634739816
2022,58,Norfolk-Portsmouth-Newport,5305442,114663,46.27,0.0,31,46,171143.29032258064,3698.8064516129034,,,,,,,,,
2023,67,Norfolk-Portsmouth-Newport,15700208,272284,57.66,0.25,140,42,112144.34285714285,1944.8857142857144,,,,5305442.0,114663.0,46.27,31.0,1.959264845417215,1.3746457008799702
2024,73,Norfolk-Portsmouth-Newport,15680336,261121,60.05,0.04,57,44,275093.6140350877,4581.070175438596,,,,15700208.0,272284.0,57.66,140.0,-0.0012657157153587173,-0.04099763482246477
2025,56,Norfolk-Portsmouth-Newport News,29104266,429356,67.79,0.129,99,44,293982.48484848486,4336.929292929293,,,,,,,,,
2023,100,Odessa-Midland,6101409,112316,54.32,0.76,119,143,51272.34453781512,943.8319327731092,,,,,,,,,
2022,59,Oklahoma City,5205592,107983,48.21,0.0,39,44,133476.71794871794,2768.7948717948716,,,,,,,,,
2023,42,Oklahoma City,28256082,383781,73.63,0.53,85,41,332424.49411764706,4515.070588235294,,,,5205592.0,107983.0,48.21,39.0,4.428024708813138,2.5540872174323734
2024,58,Oklahoma City,24550572,348062,70.54,-0.04,83,46,295790.0240963855,4193.518072289156,,,,28256082.0,383781.0,73.63,85.0,-0.1311402621212665,-0.09307130889752224
2025,46,Oklahoma City,44546820,522561,85.25,0.209,120,47,371223.5,4354.675,,,,24550572.0,348062.0,70.54,83.0,0.814492142993654,0.5013445880331664
2022,33,Omaha,17125528,244214,70.13,0.0,179,72,95673.3407821229,1364.3240223463688,,,,,,,,,
2023,31,Omaha,46079327,677068,68.06,-0.03,345,74,133563.26666666666,1962.5159420289856,,,,17125528.0,244214.0,70.13,179.0,1.6906806610575744,1.7724372886075326
2024,42,Omaha,38145205,545805,69.89,0.03,325,73,117369.86153846154,1679.4,,,,46079327.0,677068.0,68.06,345.0,-0.17218398176692118,-0.1938697442502082
2025,37,Omaha,59497937,823337,72.26,0.034,351,73,169509.792022792,2345.6894586894587,,,,38145205.0,545805.0,69.89,325.0,0.5597749966214627,0.5084819670028673
2022,25,Orlando-Daytona Beach,23992393,299578,80.09,0.0,56,17,428435.58928571426,5349.607142857143,,,,,,,,,
2023,18,Orlando-Daytona Beach,125388650,1309441,95.76,0.2,332,18,377676.656626506,3944.0993975903616,,,,23992393.0,299578.0,80.09,56.0,4.226183565766033,3.370951805539793
2024,25,Orlando-Daytona Beach,100480605,1132536,88.72,-0.07,372,17,270109.1532258064,3044.451612903226,,,,125388650.0,1309441.0,95.76,332.0,-0.19864672759456303,-0.1350996341186812
2025,19,Orlando-Daytona Beach-Melbourne,138090965,1364509,101.2,0.141,410,15,336807.23170731706,3328.070731707317,,,,,,,,,
2024,43,Palm Springs,37704587,295722,127.5,-0.16,155,144,243255.4,1907.883870967742,,,,,,,,,
2025,45,Palm Springs,46054644,395552,116.43,-0.087,137,145,336165.28467153286,2887.2408759124087,,,,37704587.0,295722.0,127.5,155.0,0.22145997780057902,0.3375805655311408
2022,95,Peoria,1633251,31249,52.27,0.0,22,123,74238.68181818182,1420.409090909091,,,,,,,,,
2023,88,Peoria,7702755,144461,53.32,0.02,65,118,118503.92307692308,2222.476923076923,,,,1633251.0,31249.0,52.27,22.0,3.7162101844725646,3.62289993279785
2024,87,Peoria,10751912,175811,61.16,0.15,96,122,111999.08333333333,1831.3645833333333,,,,7702755.0,144461.0,53.32,65.0,0.3958527825433886,0.21701358844255547
2025,81,Peoria-Bloomington,11338093,208948,54.26,-0.113,132,122,85894.64393939394,1582.939393939394,,,,,,,,,
2022,11,Philadelphia,44849510,588615,76.19,0.0,282,4,159040.81560283687,2087.2872340425533,,,,,,,,,
2023,13,Philadelphia,164812261,2013176,81.87,0.07,811,4,203221.0369913687,2482.3378545006167,,,,44849510.0,588615.0,76.19,282.0,2.6747839831471962,2.420191466408433
2024,14,Philadelphia,193388753,2111358,91.59,0.12,681,4,283977.610866373,3100.3788546255505,,,,164812261.0,2013176.0,81.87,811.0,0.17338814373767986,0.048769705182259315
2025,11,Philadelphia,221076789,2262919,97.7,0.067,618,5,357729.43203883496,3661.6812297734627,,,,193388753.0,2111358.0,91.59,681.0,0.1431729382938831,0.0717836577217128
2022,16,Phoenix,37372226,486807,76.77,0.0,140,11,266944.47142857144,3477.192857142857,,,,,,,,,
2023,19,Phoenix,118125380,1341434,88.06,0.15,364,12,324520.2747252747,3685.2582417582416,,,,37372226.0,486807.0,76.77,140.0,2.1607798796892643,1.7555766453645902
2024,15,Phoenix,189302855,1814532,104.33,0.18,417,11,453963.6810551559,4351.395683453237,,,,118125380.0,1341434.0,88.06,364.0,0.6025586965307541,0.35268078787327584
2025,14,Phoenix (Prescott),190514120,1839208,103.58,-0.007,490,12,388804.32653061225,3753.4857142857145,,,,,,,,,
2022,24,Pittsburgh,25292525,321733,78.61,0.0,72,26,351285.06944444444,4468.513888888889,,,,,,,,,
2023,24,Pittsburgh,72753697,948744,76.68,-0.02,244,23,298170.8893442623,3888.2950819672133,,,,25292525.0,321733.0,78.61,72.0,1.8764900696945044,1.9488551065635171
2024,22,Pittsburgh,108505634,1354723,80.09,0.04,233,26,465689.41630901286,5814.261802575107,,,,72753697.0,948744.0,76.68,244.0,0.49141058769838186,0.4279120605769311
2025,25,Pittsburgh,99669657,1240263,80.36,0.003,671,27,148538.9821162444,1848.3800298062592,,,,108505634.0,1354723.0,80.09,233.0,-0.08143334750709808,-0.08448959676627621
2022,28,Portland,19362746,298511,64.86,0.0,121,21,160022.69421487604,2467.03305785124,,,,,,,,,
2023,25,Portland,70671109,1131298,62.47,-0.04,595,25,118774.9731092437,1901.3411764705882,,,,19362746.0,298511.0,64.86,121.0,2.649849509981694,2.7898033908298188
2024,31,"Portland, OR",72567462,1177172,61.65,-0.01,560,23,129584.75357142858,2102.092857142857,,,,,,,,,
2025,28,"Portland, OR",87079505,1159042,75.13,0.219,573,23,151971.21291448516,2022.760907504363,,,,72567462.0,1177172.0,61.65,560.0,0.19998002686107452,-0.015401317734366815
2024,80,Portland-Auburn,12649918,247231,51.17,0.03,161,78,78570.91925465838,1535.5962732919254,,,,,,,,,
2022,66,Portland-Poland Spring,4256237,91675,46.43,0.0,45,78,94583.04444444444,2037.2222222222222,,,,,,,,,
2023,76,Portland-Poland Spring,11520540,231971,49.66,0.07,138,81,83482.17391304347,1680.9492753623188,,,,4256237.0,91675.0,46.43,45.0,1.7067430690537204,1.5303626943005182
2022,93,Providence-New Bedford,1783186,30923,57.67,0.0,15,52,118879.06666666667,2061.5333333333333,,,,,,,,,
2023,52,Providence-New Bedford,21425722,303378,70.62,0.22,234,52,91562.91452991453,1296.4871794871794,,,,1783186.0,30923.0,57.67,15.0,11.015416226910709,8.810755748148628
2024,64,Providence-New Bedford,21999534,337000,65.28,-0.08,248,51,88707.79838709677,1358.8709677419354,,,,21425722.0,303378.0,70.62,234.0,0.0267814545526166,0.11082543889141605
2025,59,Providence-New Bedford,24182813,391564,61.76,-0.054,274,52,88258.44160583941,1429.065693430657,,,,21999534.0,337000.0,65.28,248.0,0.09924205667265507,0.16191097922848674
2022,29,Raleigh-Durham,19035829,331547,57.42,0.0,82,24,232144.25609756098,4043.256097560976,,,,,,,,,
2023,27,Raleigh-Durham,65383987,908314,71.98,0.25,364,24,179626.3379120879,2495.368131868132,,,,19035829.0,331547.0,57.42,82.0,2.4347853723628217,1.739623643103391
2024,30,Raleigh-Durham,73157173,994966,73.53,0.02,357,22,204922.05322128852,2787.0196078431372,,,,65383987.0,908314.0,71.98,364.0,0.11888516373282654,0.0953987277527375
2025,30,Raleigh-Durham (Fayetteville),83701154,1057695,79.14,0.076,342,22,244740.21637426902,3092.6754385964914,,,,,,,,,
2022,82,Reno,2747403,36873,74.51,0.0,16,104,171712.6875,2304.5625,,,,,,,,,
2023,56,Reno,20501464,239297,85.67,0.15,110,112,186376.94545454546,2175.427272727273,,,,2747403.0,36873.0,74.51,16.0,6.46212477747167,5.489762156591544
2024,66,Reno,21143521,253123,83.53,-0.03,224,102,94390.71875,1130.013392857143,,,,20501464.0,239297.0,85.67,110.0,0.03131761712236747,0.057777573475639166
2025,84,Reno,10355497,130403,79.41,-0.049,60,103,172591.61666666667,2173.383333333333,,,,21143521.0,253123.0,83.53,224.0,-0.5102283578974383,-0.4848235837912793
2022,76,Richmond,3301837,52883,62.44,0.0,34,56,97112.85294117648,1555.3823529411766,,,,,,,,,
2023,55,Richmond,20847440,324620,64.22,0.03,320,55,65148.25,1014.4375,,,,3301837.0,52883.0,62.44,34.0,5.313891327766937,5.138456592855928
2024,50,Richmond,32758075,495844,66.07,0.03,434,56,75479.43548387097,1142.4976958525347,,,,20847440.0,324620.0,64.22,320.0,0.5713236253468053,0.5274597991497751
2025,64,Richmond-Petersburg,20773060,338806,61.31,-0.072,268,56,77511.41791044777,1264.2014925373135,,,,,,,,,
2022,39,Roanoke-Lynchburg,10393765,160389,64.8,0.0,12,71,866147.0833333334,13365.75,,,,,,,,,
2022,63,Rochester,4561347,84383,54.06,0.0,26,77,175436.42307692306,3245.5,,,,,,,,,
2023,70,Rochester,14590313,218391,66.81,0.24,68,76,214563.42647058822,3211.6323529411766,,,,4561347.0,84383.0,54.06,26.0,2.1986851690958833,1.5880923882772597
2022,17,Sacramento-Stockton,37090748,438615,84.56,0.0,84,20,441556.5238095238,5221.607142857143,,,,,,,,,
2023,28,Sacramento-Stockton,52137206,718619,72.55,-0.14,311,20,167643.7491961415,2310.672025723473,,,,37090748.0,438615.0,84.56,84.0,0.40566607068695415,0.6383821802719924
2024,26,Sacramento-Stockton,99934450,1236730,80.81,0.11,475,20,210388.31578947368,2603.642105263158,,,,52137206.0,718619.0,72.55,311.0,0.9167588305364887,0.7209814936704986
2025,29,Sacramento-Stockton-Modesto,86811149,1053408,82.41,0.02,382,20,227254.31675392672,2757.612565445026,,,,,,,,,
2022,41,Salt Lake City,9075899,174799,51.92,0.0,58,30,156481.0172413793,3013.7758620689656,,,,,,,,,
2023,38,Salt Lake City,38454385,619892,62.03,0.19,283,34,135881.21908127208,2190.4310954063603,,,,9075899.0,174799.0,51.92,58.0,3.2369780668559667,2.5463131940114074
2024,38,Salt Lake City,43825816,746466,58.71,-0.05,254,29,172542.58267716537,2938.8425196850394,,,,38454385.0,619892.0,62.03,283.0,0.13968318567570392,0.20418718099281818
2025,26,Salt Lake City,90298937,976967,92.43,0.574,286,28,315730.5489510489,3415.9685314685316,,,,43825816.0,746466.0,58.71,254.0,1.0604051502429526,0.30878968365605397
2022,32,San Antonio,17689586,246648,71.72,0.0,95,31,186206.16842105263,2596.294736842105,,,,,,,,,
2023,35,San Antonio,43351515,447043,96.97,0.35,110,31,394104.6818181818,4064.0272727272727,,,,17689586.0,246648.0,71.72,95.0,1.4506800215674915,0.8124736466543414
2024,32,San Antonio,68158094,654207,104.18,0.07,110,31,619619.0363636364,5947.336363636364,,,,43351515.0,447043.0,96.97,110.0,0.5722194253188153,0.46340956015416856
2025,27,San Antonio,89643090,828536,108.19,0.038,224,31,400192.3660714286,3698.8214285714284,,,,68158094.0,654207.0,104.18,110.0,0.31522295796593136,0.2664737613629937
2022,30,San Diego,18220546,260642,69.91,0.0,75,27,242940.61333333334,3475.2266666666665,,,,,,,,,
2023,23,San Diego,89289475,984104,90.73,0.3,305,28,292752.37704918033,3226.570491803279,,,,18220546.0,260642.0,69.91,75.0,3.9004829493034947,2.7756923289416133
2024,21,San Diego,115498960,1152062,100.25,0.1,272,30,424628.5294117647,4235.52205882353,,,,89289475.0,984104.0,90.73,305.0,0.29353386835346496,0.1706709859933504
2025,24,San Diego,101276046,1046092,96.81,-0.034,310,30,326696.9225806452,3374.490322580645,,,,115498960.0,1152062.0,100.25,272.0,-0.12314322137619249,-0.09198289675382054
2023,5,San Francisco-Oakland-San Jose,276405667,3029716,91.23,-0.07,803,6,344216.2727272727,3772.9962640099625,,,,,,,,,
2024,6,San Francisco-Oakland-San Jose,297753016,2981819,99.86,0.09,899,10,331204.6896551724,3316.817575083426,,,,276405667.0,3029716.0,91.23,803.0,0.0772319512537345,-0.015809072533531143
2025,6,San Francisco-Oakland-San Jose,322243534,3291183,97.91,-0.019,1061,10,303716.808671065,3101.9632422243167,,,,297753016.0,2981819.0,99.86,899.0,0.08225111647567651,0.10375009348320607
2022,4,San Francisco/Oakland/San Jose,105505880,1079209,97.76,0.0,214,6,493018.1308411215,5043.032710280374,,,,,,,,,
2022,57,Santa Barbara-Santa Maria,5452643,82586,66.02,0.0,32,121,170395.09375,2580.8125,,,,,,,,,
2024,85,Santa Barbara-Santa Maria,10859565,141595,76.69,0.33,64,124,169680.703125,2212.421875,,,,5452643.0,82586.0,66.02,32.0,0.9916148920807761,0.7145157774925532
2025,87,Santa Barbara-Santa Maria-San Luis Obispo,8935471,120379,74.23,-0.032,73,123,122403.71232876713,1649.027397260274,,,,,,,,,
2023,93,Savannah,7238928,68749,105.3,1.26,21,91,344710.85714285716,3273.7619047619046,,,,,,,,,
2024,83,Savannah,11578986,134196,86.28,-0.18,44,87,263158.7727272727,3049.909090909091,,,,7238928.0,68749.0,105.3,21.0,0.5995442971666523,0.9519702104757888
2025,83,Savannah,10745541,156318,68.74,-0.203,60,84,179092.35,2605.3,,,,11578986.0,134196.0,86.28,44.0,-0.07197910076063652,0.16484843065367083
2022,19,Seattle-Tacoma,36758387,557454,65.94,0.0,243,12,151269.08230452676,2294.0493827160494,,,,,,,,,
2023,9,Seattle-Tacoma,199495942,2377347,83.92,0.27,1137,14,175458.17238346525,2090.8944591029026,,,,36758387.0,557454.0,65.94,243.0,4.427222418655095,3.264651433122733
