venue_id,venue_name,venue_capacity,venue_postal_code,venue_city,venue_state_code,venue_latitude,venue_longitude,tm_api_status
ZFr9jZkAv6,Gallo Center for the Arts,,95354,Modesto,CA,37.640099000,-120.970398000,Success
KovZ917Ah_f,The Fruit Yard Amphitheater,,95357,Modesto,CA,37.637205,-120.850706,Success
KovZpZAJ6lvA,Ace of Spades,,95811,Sacramento,CA,38.56999300,-121.49087928,Success
KovZ917AYe5,Channel 24,,95816,Sacramento,CA,38.56620977,-121.47881890,Success
KovZpa9SGe,Crest Theater,,95814,Sacramento,CA,38.57913700,-121.49341200,Success
KovZ917AJup,SAFE Credit Union Performing Arts Center,,95814,Sacramento,CA,38.57741000,-121.48936000,Success
KovZpZAata7A,Discovery Park,,95833,Sacramento,CA,38.63093200,-121.56067030,Success
Z7r9jZadCC,Goldfield Trading Post,,95814,Sacramento,CA,38.584900000,-121.488098000,Success
KovZpZA1natA,SACRAMENTO MEMORIAL AUDITORIUM,,95814,Sacramento,CA,38.57846800,-121.48654400,Success
rZ7HnEZ178b8P,Harlow's,,95816,Sacramento,CA,38.573922,-121.470129,Success
KovZpaFEIe,Toyota Amphitheatre,,95692,Wheatland,CA,39.03107200,-121.51030900,Success
KovZ917AESi,Hard Rock Live Sacramento,,95692,Wheatland,CA,39.05211613,-121.51183320,Success
KovZpZAEkFIA,Punch Line Comedy Club - Sacramento,,95825,Sacramento,CA,38.59510192,-121.41743422,Success
KovZ917AtFi,The Venue at Thunder Valley Casino Resort,,95648,Lincoln,CA,38.84026000,-121.31368000,Success
Z7r9jZa7-3,Goldfield Trading Post - Roseville,,95678,Roseville,CA,38.763901000,-121.287399000,Success
rZ7HnEZa7xu,Senator Theatre,,95928,Chico,CA,39.728035,-121.837586,Success
ZFr9jZav6k,Harris Center for the Arts,,95630,Folsom,CA,38.664799000,-121.141403000,Success
rZ7HnEZ17_VbS,Odd Fellows #7 Auburn,,95603,Auburn,CA,38.913230,-121.061260,Success
rZ7HnEZ17fO8A,Miners Foundry Cultural Center,,95959,Nevada City,CA,39.262240,-121.020100,Success
rZ7HnEZ17j9PS,The Fern,,95959,Nevada City,CA,39.26323907031,-121.01807857116,Success
rZ7HnEZakPV,Truckee Regional Park Amphitheater,,96161,Truckee,CA,39.3271038,-120.1790921,Success
KovZ917Ai8b,Tahoe Blue Event Center,,89449,Stateline,NV,38.96310000,-119.94034000,Success
KovZpZAJaJAA,South Shore Room at Harrah's Lake Tahoe,,89449,Lake Tahoe,NV,38.96240790,-119.93990290,Success
KovZpZAEe7IA,Bally's Lake Tahoe,,89449,Stateline,NV,38.96174500,-119.93826000,Success
KovZpZAEe7EA,Lake Tahoe Amphitheatre at Caesars Republic (formerly Harveys),,89449,Lake Tahoe,NV,38.96034787,-119.94291253,Success
KovZ917Atbr,Sphere,,89169,Las Vegas,NV,36.12072670,-115.16428960,Success
rZ7HnEZ17QbPS,Rockstars of Tomorrow,,92345,Hesperia,CA,34.42472,-117.31944,Success
KovZpZAEA6eA,Glen Helen Amphitheater,,92407,San Bernardino,CA,34.20880115,-117.40970283,Success
KovZpZAFAkJA,Yaamava' Resort & Casino at San Manuel,,92346,Highland,CA,34.15035467,-117.22896101,Success
KovZ917ARhe,Stage Red,,92335,Fontana,CA,34.09992143,-117.43529670,Success
rZ7HnEZ17j_oS,The Arrow Room,,91730,Rancho Cucamonga,CA,34.100178,-117.574556,Success
Z7r9jZaAVT,Yaamava Theater,,92346,Highland,CA,34.135300000,-117.153198000,Success
ZFr9jZAvFe,Yaamava Resort & Casino at San Manuel,,92346,Highland,CA,34.135300000,-117.153198000,Success
KovZpZAJa7aA,NOS Events Center,,92408,San Bernardino,CA,34.08969600,-117.29165300,Success
KovZpZAkEFlA,Toyota Arena,,91764,Ontario,CA,34.07532900,-117.56636400,Success
KovZ917AN5Y,Packinghouse Christian Fellowship,,92374,Redlands,CA,34.07659600,-117.21237500,Success
KovZpZAEA6lA,Fox Performing Arts Center,,92501,Riverside,CA,33.98376036,-117.37533193,Success
KovZpZAEA6FA,Riverside Municipal Auditorium,,92501,Riverside,CA,33.98183370,-117.37127860,Success
Z7r9jZak8_,Farm House Collective,,92507,Riverside,CA,33.984100000,-117.329903000,Success
rZ7HnEZ17o4AA,The Fox Theater,,91766,Pomona,CA,34.056912,-117.750114,Success
KovZpZAF6J6A,Glass House,,91766,Pomona,CA,34.05753500,-117.75145300,Success
ZFr9jZ617F,The Fox Theater-Pomona,,91766,Pomona,CA,34.041901000,-117.754799000,Success
KovZ917ANgr,Yucaipa Performing Arts Center Indoor Theatre,,92399,Yucaipa,CA,34.034569,-117.038988,Success
rZ7HnEZ178ExA,Brea Improv,,92821,Brea,CA,33.919902,-117.897147,Success
Z6r9jZddke,Bridges Auditorium,,91771,Rosemead,CA,34.064499000,-118.084099000,Success
KovZpZAdJIeA,The Pasadena Civic,,91101,Pasadena,CA,34.14382890,-118.14421700,Success
rZ7HnEZadxy,Southern California Railway Museum,,92570,Perris,CA,33.760800451827,-117.23307562071,Success
KovZpZAFAt6A,Luckman Fine Arts Complex,,90032,Los Angeles,CA,34.06593550,-118.16559020,Success
KovZpZAaaaEA,Morongo Casino Resort and Spa,,92230,Cabazon,CA,33.92210864,-116.80553543,Success
KovZpakTme,Honda Center,,92806,Anaheim,CA,33.80780364,-117.87653112,Success
KovZpZAEA67A,House of Blues Anaheim,,92802,Anaheim,CA,33.80958680,-117.92299750,Success
KovZpZAFAIEA,Grove of Anaheim,,92806,Anaheim,CA,33.80303485,-117.88624041,Success
KovZ917AGEf,The Parish at House of Blues Anaheim,,92802,Anaheim,CA,33.80653300,-117.91247400,Success
ZFr9jZFAaF,Pappy and Harriets Pioneertown Palace,,92268,Pioneertown,CA,34.194401000,-116.548203000,Success
KovZ917AJ5H,The Moroccan Lounge,,90012,Los Angeles,CA,34.04898000,-118.23365000,Success
KovZ917AIrn,Ace * Mission Studios,,90033,Los Angeles,CA,34.04041024,-118.22649780,Success
rZ7HnEZ17ox-4,The Moroccan Lounge,,90012,Los Angeles,CA,34.048748,-118.233675,Success
rZ7HnEZ17qS4V,Calvary Chapel Downey,,90242,Downey,CA,33.9152818,-118.1148034,Success
KovZ917AREi,Cerritos Center for the Performing Arts,,90703,Cerritos,CA,33.86799000,-118.06182000,Success
rZ7HnEZ17otjg,La Santa,,92701,Santa Ana,CA,33.747048,-117.866312,Success
Z7r9jZakaZ,Calvary Chapel Downey,,90242,Downey,CA,33.922298000,-118.141098000,Success
rZ7HnEZ178Ve4,Garden Amphitheatre,,92840,Garden Grove,CA,33.777011,-117.940602,Success
rZ7HnEZ174auI,The Stand Up Comedy Club,,90706,Bellflower,CA,33.883780,-118.124050,Success
KovZpZAEvn6A,Pappy + Harriet's Pioneertown Palace,,92268,Pioneertown,CA,34.15655900,-116.49306600,Success
KovZ917AxsV,Dignity Health Arena,,93301,Bakersfield,CA,35.37218200,-119.01298300,Success
ZFr9jZ7dde,Bakersfield Fox Theater,,93301,Bakersfield,CA,35.384102000,-119.020699000,Success
ZFr9jZ7F1F,Dignity Health Arena,,93301,Bakersfield,CA,35.384102000,-119.020699000,Success
KovZpZAIEdaA,Bakersfield Fox Theater,,93301,Bakersfield,CA,35.37754900,-119.02163600,Success
rZ7HnEZ178NFg,Temblor Brewing Company,,93308,Bakersfield,CA,35.399455,-119.0429,Success
KovZpZAda6nA,DBZ Backstage,,92882,Corona,CA,36.330544,-119.287190,Success
Z7r9jZa7_R,The Theater at Virgin Hotels Las Vegas,,89169,Las Vegas,NV,36.254799000,-115.526299000,Success
Z7r9jZa7PI,Alexis Park Resort Hotel,,89169,Las Vegas,NV,36.254799000,-115.526299000,Success
KovZpZA1e7EA,Star Of The Desert Arena at Primm Valley Resorts,,89019,Primm,NV,35.75928870,-115.45238110,Success
KovZ917AxDV,Primm Event Center,,89019,Primm,NV,35.61011800,-115.38596400,Success
KovZpZAaIllA,Chrome Showroom at Santa Fe Station Hotel & Casino,,89130,Las Vegas,NV,36.25066198,-115.24547294,Success
KovZ917A5L7,Dolby Live,,89109,Las Vegas,NV,36.10512600,-115.17523300,Success
ZFr9jZkvea,Pearl Concert Theater at Palms Casino Resort,,89103,Las Vegas,NV,36.112701000,-115.209503000,Success
KovZ917AABV,Orleans Showroom,,89103,Las Vegas,NV,36.10224700,-115.20109000,Success
KovZpZA1e7IA,Orleans Arena,,89103,Las Vegas,NV,36.10224410,-115.20097240,Success
Z7r9jZa7_P,AREA15,,89102,Las Vegas,CA,36.144100000,-115.204498000,Success
KovZpaKAZe,Pearl Concert Theater at Palms Casino Resort,,89103,Las Vegas,NV,36.11537800,-115.19534100,Success
KovZpZAEFI6A,South Point Showroom at South Point Hotel Casino and Spa,,89183,Las Vegas,NV,36.01130600,-115.17528100,Success
KovZpZAEFIaA,South Point Convention Center - South Point Hotel Casino and Spa,,89183,Las Vegas,NV,36.01142100,-115.17520100,Success
KovZpZAJanEA,Penn & Teller Theater at Rio Las Vegas,,89103,Las Vegas,NV,36.11533620,-115.18697710,Success
KovZ917Ax7n,Allegiant Stadium,,89118,Las Vegas,NV,36.09090000,-115.18330000,Success
KovZpa30ne,M Resort Spa Casino,,89044,Henderson,NV,35.96478590,-115.16853600,Success
KovZpZAIIIdA,T-Mobile Arena,,89158,Las Vegas,NV,36.10280700,-115.17831300,Success
KovZ917ALw8,B Side at House of Blues Las Vegas,,89119,Las Vegas,NV,36.09299100,-115.17557000,Success
KovZpZA7klAA,House of Blues Las Vegas ,,89119,Las Vegas,NV,36.08753500,-115.17474200,Success
KovZ917AYhY,Bob Marley Hope Road,,89119,Las Vegas,NV,36.09211000,-115.17465000,Success
KovZpZAJadaA,Michelob ULTRA Arena,,89119,Las Vegas,NV,36.08753500,-115.17474200,Success
KovZ917AOSm,Thunderland Showroom at Excalibur,,89109,Las Vegas,NV,36.09873800,-115.17501100,Success
KovZ917A2m7,The Colosseum at Caesars Palace,,89109,Las Vegas,NV,36.11615600,-115.17505800,Success
KovZpZAJAJeA,The Cosmopolitan of Las Vegas,,89109,Las Vegas,NV,36.10907659,-115.17318003,Success
KovZpZAaFEFA,Hard Rock Live Las Vegas,,89109,Las Vegas,NV,36.10419600,-115.17226200,Success
KovZpZAJalEA,PH Live at Planet Hollywood,,89109,Las Vegas,NV,36.10961689,-115.17247058,Success
KovZpaF2Qe,Bugsy's Cabaret at Flamingo,,89109,Las Vegas,NV,36.11726269,-115.17272405,Success
KovZpZAJanJA,Jubilee Theater at Horseshoe Las Vegas,,89109,Las Vegas,NV,36.11381800,-115.17208100,Success
KovZpZAIeldA,Brooklyn Bowl Las Vegas,,89109,Las Vegas,NV,36.11777500,-115.17257600,Success
KovZpZAF6JEA,Jabbawockeez Theater at MGM Grand Hotel & Casino,,89109,Las Vegas,NV,36.10291600,-115.16975600,Success
KovZpZAJ666A,V Theater at Planet Hollywood Inside the Miracle Mile Mall,,89109,Las Vegas,NV,36.11011150,-115.17081070,Success
KovZpZAFaJeA,Ball Arena,,80204,Denver,CO,39.74724000,-105.01016600,Success
Z7r9jZadVI,Mission Ballroom,,80216,Denver,CO,39.789600000,-104.942200000,Success
Z6r9jZ6FFe,Grizzly Rose - CO,,80216,Denver,CO,39.789600000,-104.942200000,Success
rZ7HnEZ17uJbA,Grizzly Rose,,80216,Denver,CO,39.801679,-104.986439,Success
Z6r9jZk1ee,Fox Theatre & Cafe,,80303,Boulder,CO,39.973301000,-105.195801000,Success
Z7r9jZa7cI,ReelWorks Denver,,80205,Denver,CO,39.760502000,-104.965698000,Success
ZFr9jZkk1d,Cervantes Masterpiece Ballroom,,80205,Denver,CO,39.760502000,-104.965698000,Success
Z7r9jZadXe,Cervantes Other Side,,80205,Denver,CO,39.760502000,-104.965698000,Success
KovZpZAJeFkA,Marquis,,80205,Denver,CO,39.753332,-104.992516,Success
KovZ917Aai0,Ophelia's Electric Soapbox,,80202,Denver,CO,39.75261900,-104.99197300,Success
KovZpaprpe,Oriental Theater,,80212,Denver,CO,39.77667120,-105.04344920,Success
KovZpZAFFt1A,Summit Music Hall,,80202,Denver,CO,39.75333786,-104.99507141,Success
KovZ917AQXY,Moon Room at Summit,,80202,Denver,CO,39.75333786,-104.99507141,Success
Z6r9jZdv1e,Boettcher Hall,,80202,Denver,CO,39.751202000,-104.997498000,Success
ZFr9jZA1ea,Colorado Convention Center,,80202,Denver,CO,39.751202000,-104.997498000,Success
KovZpZA6t7kA,Coors Field,,80205,Denver,CO,39.75643550,-104.99428140,Success
ZFr9jZ76Ak,Bellco Theatre,,80202,Denver,CO,39.751202000,-104.997498000,Success
ZFr9jZe1Av,Oriental Theatre-CO,,80212,Denver,CO,39.775002000,-105.049004000,Success
Z6r9jZdvee,Bluebird Theatre,,80206,Denver,CO,39.733299000,-104.952400000,Success
ZFr9jZeede,Monfort Concert Hall,,80631,Greeley,CO,40.447498000,-104.686096000,Success
KovZpZAE6eJA,Fillmore Auditorium (Denver),,80218,Denver,CO,39.74061100,-104.97719400,Success
KovZpZAFa1nA,Paramount Theatre,,80202,Denver,CO,39.74436200,-104.99027100,Success
ZFr9jZedde,Ogden Theatre,,80218,Denver,CO,39.731201000,-104.970901000,Success
KovZpaKBBe,Bellco Theatre,,80202,Denver,CO,39.74219200,-104.99628000,Success
rZ7HnEZ17qf4V,The Church Nightclub,,80203,Denver,CO,39.735040,-104.985740,Success
rZ7HnEZ17qf40,Club Vinyl,,80203,Denver,CO,39.733550,-104.987060,Success
rZ7HnEZ17QA4S,The Basement at Club Vinyl,,80203,Denver,CO,39.733550,-104.987060,Success
rZ7HnEZ173pGP,La Rumba,,80204,Denver,CO,39.73059,-104.98857,Success
KovZ917AYbY,Meow Wolf Denver,,80204,Denver,CO,39.74099000,-105.01558000,Success
KovZpa3Wne,Empower Field At Mile High,,80204,Denver,CO,39.743853,-105.020127,Success
KovZpZAanEeA,Auraria Campus,,80204,Denver,CO,39.73211770,-105.00373980,Success
Z7r9jZa7j5,Meow Wolf  Denver Convergence Station,,80204,Denver,CO,39.735001000,-105.020401000,Success
KovZ917AI2V,JUNKYARD,,80204,Denver,CO,39.73246000,-105.01428000,Success
KovZpZAE7I1A,Hi-Dive,,80209,Denver,CO,39.71632900,-104.98785200,Success
KovZ917Aig0,Skylark Lounge,,80209,Denver,CO,39.71452000,-104.98718000,Success
Z7r9jZaA2Q,Skylark Lounge,,80209,Denver,CO,39.706001000,-104.965202000,Success
KovZpZA1F6JA,Blue FCU Arena,,80538,Loveland,CO,40.44380683,-104.98994079,Success
rZ7HnEZ173p1A,Stampede,,80014,Aurora,CO,39.672363,-104.865271,Success
Z7r9jZad-c,Stampede - Aurora,,80014,Aurora,CO,39.660801000,-104.835403000,Success
ZFr9jZ7v1A,Blue Arena at The Ranch Events Complex,,80538,Loveland,CO,40.443298000,-105.104599000,Success
ZFr9jZdAk6,Boulder Theater,,80302,Boulder,CO,40.040199000,-105.362602000,Success
ZFr9jZdke6,Chautauqua Auditorium,,80302,Boulder,CO,40.040199000,-105.362602000,Success
ZFr9jZdde7,Gothic Theatre,,80110,Englewood,CO,39.646702000,-105.009201000,Success
ZFr9jZ77ve,Fiddlers Green Amphitheatre,,80111,Englewood,CO,39.615799000,-104.874901000,Success
KovZpZAaeIvA,Red Rocks Amphitheatre,,80465,Morrison,CO,39.66774000,-105.20896900,Success
Z6r9jZ1d7e,Lincoln Center-CO,,80521,Fort Collins,CO,40.591702000,-105.128998000,Success
ZFr9jZe71a,Red Rocks Amphitheatre,,80465,Morrison,CO,39.598999000,-105.228104000,Success
ZFr9jZkve6,Aggie Theater,,80524,Fort Collins,CO,40.647499000,-105.047600000,Success
ZFr9jZ6vkF,Mishawaka Amphitheatre,,80512,Bellvue,CO,40.614101000,-105.519402000,Success
Z7r9jZaA99,Ford Amphitheater,,80921,Colorado Springs,CO,39.047600000,-104.819702000,Success
Z7r9jZa740,The Lincoln - Cheyenne,,82001,Cheyenne,WY,41.130100000,-104.868896000,Success
ZFr9jZA1AF,Cheyenne Civic Center,,82001,Cheyenne,WY,41.130100000,-104.868896000,Success
KovZpZA1FEJA,Cheyenne Civic Center,,82001,Cheyenne,WY,41.13500020,-104.82111380,Success
Z7r9jZa7wj,Rocky Mountain Calvary,,80918,Colorado Springs,CO,38.915100000,-104.773201000,Success
rZ7HnEZ17q_Qf,Whiskey Rose,,80918,Colorado Springs,CO,38.914909049632,-104.78605751718,Success
rZ7HnEZ1733ag,Rocky Mountain Calvary,,80918,Colorado Springs,CO,38.894232,-104.755803,Success
KovZpZAAlnvA,Black Sheep,,80909,Colorado Springs,CO,38.85609080,-104.78126540,Success
ZFr9jZAFk1,Black Sheep,,80909,Colorado Springs,CO,38.852001000,-104.775398000,Success
rZ7HnEZ17fd1A,Vultures,,80909,Colorado Springs,CO,38.8372852,-104.7899982,Success
KovZpZAJ77kA,Black Sheep,,80909,Colorado Springs,CO,38.83715600,-104.78927590,Success
ZFr9jZe777,Pikes Peak Center,,80903,Colorado Springs,CO,38.832001000,-104.815697000,Success
KovZpZA1el1A,Pikes Peak Center,,80903,Colorado Springs,CO,38.83049800,-104.82600700,Success
ZFr9jZe1ve,Broadmoor World Arena,,80906,Colorado Springs,CO,38.768398000,-104.872101000,Success
ZFr9jZkkFa,Vilar Performing Arts Center,,81620,Avon,CO,39.581501000,-106.496597000,Success
Z6r9jZ67ke,Gerald Ford Amphitheatre,,81658,Vail,CO,39.600800000,-106.628998000,Success
ZFr9jZ1kvF,Memorial Hall-CO,,81003,Pueblo,CO,38.281502000,-104.634003000,Success
KovZ917Atxf,Rio Grande Park,,81611,Aspen,CO,39.19717654,-106.81788960,Success
KovZpZAJ6lJA,Pueblo Memorial Hall,,81003,Pueblo,CO,38.26556015,-104.61119842,Success
ZFr9jZAFe7,Belly Up,,81611,Aspen,CO,39.125599000,-106.797203000,Success
ZFr9jZkkeF,Wheeler Opera House,,81611,Aspen,CO,39.125599000,-106.797203000,Success
KovZ917AIPC,Ford Wyoming Center,,82601,Casper,WY,42.86851000,-106.33257,Success
ZFr9jZdaFk,Fine Arts Theatre at The Monument,,57701,Rapid City,SD,44.073101000,-103.205101000,Success
Z7r9jZa7Zf,Summit Arena at The Monument,,57701,Rapid Ciy ,SD,44.073101000,-103.205101000,Success
KovZ917AiNF,Fine Arts Theatre at The Monument,,57701,Rapid City,SD,44.08820000,-103.22544000,Success
KovZpa3WVe,Deadwood Mountain Grand,,57732,Deadwood,SD,44.37482821,-103.73084736,Success
ZFr9jZkde7,Stiefel Theatre for the Performing Arts,,67401,Salina,KS,38.842400000,-97.619301000,Success
KovZpZAJdFtA,Park City Arena,,67147,Park City,KS,37.82668018,-97.33095802,Success
ZFr9jZd7aa,The Cotillion,,67209,Wichita,KS,37.664101000,-97.433998000,Success
ZFr9jZFk7v,INTRUST Bank Arena,,67202,Wichita,KS,37.686501000,-97.334297000,Success
KovZpabkke,INTRUST Bank Arena,,67202,Wichita,KS,37.68243220,-97.33291630,Success
KovZ917ASSn,Gilley's Park City,,67147,Park City,KS,37.66694000,-97.39093000,Success
Z7r9jZad9e,Emporia Granada Theatre,,66801,Emporia,KS,38.552502000,-96.173203000,Success
KovZpZAaan7A,Kansas Star Event Center Arena,,67110,Mulvane,KS,37.47038262,-97.32914066,Success
KovZpZAEAkAA,Topeka Performing Arts Center,,66603,Topeka,KS,39.04840580,-95.67284960,Success
rZ7HnEZ17oSOg,Prairie Band Casino and Resort,,66509,Mayetta,KS,39.318173,-95.738417,Success
KovZpZAdnI6A,Liberty Hall,,66044,Lawrence,KS,38.97146300,-95.23579500,Success
ZFr9jZA7vv,Bottleneck,,66044,Lawrence,KS,39.013100000,-95.225403000,Success
Z6r9jZ66ee,Granada - KS,,66044,Lawrence,KS,39.013100000,-95.225403000,Success
KovZpZAEAk6A,United Wireless Arena,,67801,Dodge City,KS,37.76666084,-100.06199599,Success
Z7r9jZadTp,Lincoln Berean Church,,68516,Lincoln,NE,40.728100000,-96.647003000,Success
rZ7HnEZ17bpuI,Lincoln Berean Church ,,68516 ,Lincoln,NE,40.7470048,-96.6234506,Success
KovZpa3sfe,Azura Amphitheater,,66012,Bonner Springs,KS,39.11365616,-94.87693183,Success
KovZpa4lQe,Heartland Events Center,,68801,Grand Island,NE,40.90205820,-98.32860270,Success
KovZ917ARpO,Stride Bank Center Grand Ball Room,,73702,Enid,OK,36.39420066,-97.87923000,Success
rZ7HnEZ178IAg,Bourbon Theatre,,68508,Lincoln,NE,40.813650380854,-96.7007018306,Success
rZ7HnEZ178YvA,1867 Bar,,68508,Lincoln,NE,40.814189,-96.701493,Success
ZFr9jZ7A16,Lied Center for Performing Arts,,68508,Lincoln,NE,40.816502000,-96.707397000,Success
ZFr9jZ1Ad1,Pinnacle Bank Arena,,68508,Lincoln,NE,40.816502000,-96.707397000,Success
KovZpZAJdEIA,Pinnacle Bank Arena,,68508,Lincoln,NE,40.81827927,-96.70893860,Success
ZFr9jZeeae,Nebraska Memorial Stadium,,68508,Lincoln,NE,40.816502000,-96.707397000,Success
KovZ917ASlK,Morton Amphitheater,,64150,Riverside,MO,39.16288000,-94.63680000,Success
KovZpZAt7E1A,Encore at Uptown Theater,,64111,Kansas City,MO,39.06113200,-94.59073700,Success
KovZpa3sre,Uptown Theater,,64111,Kansas City,MO,39.06114940,-94.59052560,Success
rZ7HnEZ178E_A,Aura KC,,64111,Kansas City,MO,39.057153,-94.586408,Success
KovZpZAF7nvA,Madrid Theatre,,64111,Kansas City,MO,39.05811700,-94.58639100,Success
ZFr9jZevaF,The Midland Theatre - MO,,64105,Kansas City,MO,39.104301000,-94.591904000,Success
KovZpaoXxe,Music Hall Kansas City,,64105,Kansas City,MO,39.09943700,-94.58772100,Success
Z7r9jZa7Cs,Grinders - KC,,64108,Kansas City,MO,39.084000000,-94.584900000,Success
KovZpZAannAA,recordBar,,64108,Kansas City,MO,39.09519595,-94.58133880,Success
Z7r9jZa7Ni,BLVD nights,,64108,Kansas City,MO,39.084000000,-94.584900000,Success
Z7r9jZaduk,The Truman - Kansas City,,64106,Kansas City,MO,39.106701000,-94.571297000,Success
ZFr9jZA1a1,T-Mobile Center,,64106,Kansas City,MO,39.106701000,-94.571297000,Success
KovZpZAE7eeA,T-Mobile Center,,64106,Kansas City,MO,39.10154110,-94.56760090,Success
ZFr9jZdeak,Starlight Theatre,,64132,Kansas City,MO,38.983299000,-94.542099000,Success
KovZpZAF7EaA,Starlight Theatre,,64132,Kansas City,MO,39.00696300,-94.53151700,Success
Z7r9jZadJC,Sheffield Family Life Center,,64127,Kansas City,MO,39.089100000,-94.538101000,Success
KovZpZAaatJA,VooDoo at Harrah's Kansas City,,64116,Kansas City,MO,39.14249770,-94.54587070,Success
rZ7HnEZ173f_P,Sheffield Family Life Center,,54127,Kansas City ,MO,39.101870,-94.512710,Success
KovZpZAJa77A,Ameristar Casino and Hotel,,64161,Kansas City,MO,39.15335300,-94.48304700,Success
ZFr9jZdkka,Boone Pickens Stadium,,74078,Stillwater,OK,36.113201000,-97.056900000,Success
KovZpZAF6tlA,Cable Dahmer Arena,,64055,Independence,MO,39.03758630,-94.35562850,Success
KovZpa2V8e,MO Country,,64029,Grain Valley,MO,39.019097,-94.189637,Success
KovZ917AiUn,The Astro Theater,,68128,La Vista,NE,41.18287000,-96.04084000,Success
KovZ917AiUV,The Astro Amphitheater,,68128,La Vista,NE,41.18287000,-96.04084000,Success
ZFr9jZAFFe,Osage Casino Hotel - Tulsa,,74127,Tulsa,OK,36.170502000,-96.032997000,Success
rZ7HnEZ173eZ4,Barnato,,68118,Omaha,NE,41.25763,-96.17281,Success
Z7r9jZaelh,Funny Bone Comedy Club - Omaha,,68118,Omaha,NE,41.263199000,-96.176697000,Success
rZ7HnEZ17qPAV,Westside Church,,68154,Omaha,NE,41.2641556,-96.150819,Success
rZ7HnEZ17o--g,The Vanguard,,74103,Tulsa,OK,36.158720,-95.993960,Success
ZFr9jZ7d6e,Cain's Ballroom,,74103,Tulsa,OK,36.155300000,-95.994598000,Success
Z6r9jZdeae,Tulsa Theater,,74103,Tulsa,OK,36.155300000,-95.994598000,Success
Z7r9jZaAIh,Westside Church - Omaha,,68154,Omaha,NE,41.262798000,-96.119301000,Success
KovZpZAJIndA,BOK Center,,74103,Tulsa,OK,36.15287358,-95.99613726,Success
KovZ917ARmL,John H. Williams Theatre,,74120,Tulsa,OK,36.15480000,-95.98927000,Success
KovZ917ARgT,Chapman Music Hall - TPAC,,74103,Tulsa,OK,36.15465000,-95.98929000,Success
KovZpZAJ7J1A,Arvest Convention Center Legacy Hall,,74103,Tulsa,OK,36.14912796,-95.99703217,Success
KovZpZAE7edA,Baxter Arena,,68106,Omaha,NE,41.23881900,-96.01459300,Success
ZFr9jZd7vv,Texas Trust CU Theatre,,75050,Grand Prairie,TX,32.773998000,-97.005203000,Success
KovZpZAa6eEA,Stage 271,,74738,Grant,OK,33.93582533,-95.52649856,Success
KovZpZAdtaIA,Choctaw Pocola CenterStage,,74902,Pocola,OK,35.29016302,-94.43651788,Success
KovZ917AioH,Fort Smith Convention Ctr.,,72901,Fort Smith,AR,35.38446000,-94.42617000,Success
KovZ917AqfY,Templelive Fort Smith,,72901,Fort Smith,AR,35.386012,-94.418547,Success
KovZpZAEvntA,Choctaw Grand Theater,,74701,Durant,OK,33.95220600,-96.41408800,Success
ZFr9jZkF6d,Walton Arts Center - Baum Walker Hall,,72701,Fayetteville,AR,35.990200000,-94.083000000,Success
Z7r9jZaeEB,George's Majestic Lounge,,72701,Fayetteville,AR,35.990200000,-94.083000000,Success
Z7r9jZa7fx,Ozark Music Hall,,72703,Fayetteville,AR,36.106499000,-94.271500000,Success
Z7r9jZadDL,The Cove at River Spirit Casino Resort,,74137,Tulsa,OK,36.017101000,-95.927299000,Success
rZ7HnEZ17j_3d,Trinity Fellowship Assembly of God,,72703,Fayetteville,AR,36.1065392,-94.1425627,Success
rZ7HnEZ17j_Cd,Fellowship Bible Church,,74137,Tulsa,OK,36.0307795,-95.915446,Success
ZFr9jZkdv6,Hard Rock Live Tulsa,,74015,Catoosa,OK,36.172100000,-95.694603000,Success
Z7r9jZaeSZ,Imperio Event Center,,74134,Tulsa,OK,36.109600000,-95.799202000,Success
Z7r9jZak8L,Macedonia Baptist Church,,75605,Longview,TX,32.589298000,-94.750298000,Success
rZ7HnEZ17jbFd,Macedonia Baptist Church,,75605,Longview,TX,32.5249101,-94.6618455,Success
Z7r9jZaAdo,The Momentary - AR,,72712,Bentonville,AR,36.323200000,-94.266602000,Success
KovZpZAEeIlA,Walmart AMP,,72758,Rogers,AR,36.30375161,-94.18522167,Success
Z7r9jZaArL,Lucas Oil Live at WinStar World Casino,,73459,Thackerville,OK,33.781502000,-97.143700000,Success
Z7r9jZaeBW,Church at Rock Creek,,72211,Little Rock,AR,34.760601000,-92.443497000,Success
KovZpZA6AEAA,Comerica Center,,75034,Frisco,TX,33.10124900,-96.81860400,Success
rZ7HnEZ17_8Jd,The Church at Rock Creek,,72211,Little Rock,AR,34.72450,-92.40209,Success
Z7r9jZaATt,Live! Event Center - LA,,71111,Bossier City,LA,32.578499000,-93.689697000,Success
KovZpZAJA6lA,The Westin Stonebriar ,,75034,Frisco,TX,33.09140518,-96.84005215,Success
Z7r9jZa7Ba,Sunnyvale FBC,,75182,Sunnyvale,TX,32.798000000,-96.556702000,Success
rZ7HnEZ173fe4,Sunnyvale First Baptist Church,,75182,Sunnyvale,TX,32.805644,-96.594771,Success
KovZpZA1eEJA,Shreveport Municipal Memorial Auditorium,,71101,Shreveport,LA,32.50782410,-93.75347060,Success
KovZpZAdt1AA,Margaritaville Resort Casino,,71111,Bossier City,LA,32.51598722,-93.73205018,Success
ZFr9jZka7F,The Strand Theatre - Shreveport,,71101,Shreveport,LA,32.505100000,-93.744797000,Success
