event_id,date,artist,venue,min_price,max_price,total_postings,total_tickets,city,state,ticket_vendor,face_value,sold_out,sk_artist_id,days_to_show,num_years_active,year,month,dayofweek,avg_price,price_range,is_sold_out,tickets_per_posting,artist_std,event_datetime,date_only,hour,day_of_week,is_weekend,temperature,precipitation,weather_condition
9428318,2016-03-19 23:30:00,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,69.05,57.0,2,12,New York,NY,Ticketmaster,$29.50 ,0,214342,6,28.0,2016,3,5,63.025,-12.049999999999995,0,6.0,b.b. king blues club & grill,2016-03-19 23:30:00,2016-03-19,23,5,1,,,
9428320,2016-03-20 23:30:00,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,69.08,57.0,2,12,New York,NY,Ticketmaster,$29.50 ,0,214342,7,28.0,2016,3,6,63.04,-12.079999999999998,0,6.0,b.b. king blues club & grill,2016-03-20 23:30:00,2016-03-20,23,6,1,,,
9428322,2016-03-26 23:30:00,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,69.08,85.0,3,18,New York,NY,Ticketmaster,$29.50 ,0,214342,13,28.0,2016,3,5,77.03999999999999,15.920000000000002,0,6.0,b.b. king blues club & grill,2016-03-26 23:30:00,2016-03-26,23,5,1,,,
9428324,2016-03-27 23:30:00,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,69.05,57.0,2,12,New York,NY,Ticketmaster,$29.50 ,0,214342,14,28.0,2016,3,6,63.025,-12.049999999999995,0,6.0,b.b. king blues club & grill,2016-03-27 23:30:00,2016-03-27,23,6,1,,,
9537889,2016-06-24 01:00:00,B.o.B,The Loft Atlanta,108.57,87.56,1,8,Atlanta,GA,NoResults,NoResults,NoResults,NoResults,102,,2016,6,4,98.065,-21.00999999999999,0,8.0,b.o.b,2016-06-24 01:00:00,2016-06-24,1,4,0,,,
9538339,2016-05-13 01:00:00,B.o.B.,Cambridge Room at House of Blues Dallas,106.34,135.0,2,10,Dallas,TX,NoResults,NoResults,NoResults,NoResults,60,,2016,5,4,120.67,28.66,0,5.0,b.o.b.,2016-05-13 01:00:00,2016-05-13,1,4,0,,,
9538646,2016-05-12 00:00:00,B.o.B.,House of Blues Houston,66.22,54.72,2,12,Houston,TX,NoResults,NoResults,NoResults,NoResults,59,,2016,5,3,60.47,-11.5,0,6.0,b.o.b.,2016-05-12 00:00:00,2016-05-12,0,3,0,,,
9538648,2016-06-11 00:30:00,B.o.B.,The Foundry Philadelphia,57.96,99.0,6,27,Philadelphia,PA,NoResults,NoResults,NoResults,NoResults,89,,2016,6,5,78.48,41.04,0,4.5,b.o.b.,2016-06-11 00:30:00,2016-06-11,0,5,1,,,
9538652,2016-06-20 01:00:00,B.o.B.,Port City Music Hall,55.7,99.0,5,29,Portland,ME,NoResults,NoResults,NoResults,NoResults,98,,2016,6,0,77.35,43.3,0,5.8,b.o.b.,2016-06-20 01:00:00,2016-06-20,1,0,0,,,
9523118,2016-06-08 00:00:00,BØRNS,Stubbs BarBQ,39.81,1000.0,25,120,Austin,TX,NoResults,NoResults,NoResults,NoResults,86,,2016,6,2,519.905,960.19,0,4.8,børns,2016-06-08 00:00:00,2016-06-08,0,2,0,,,
9523516,2016-05-28 00:30:00,BØRNS,The Electric Factory,42.62,200.0,24,144,Philadelphia,PA,Ticketmaster,$25.00 ,0,8239708,75,6.0,2016,5,5,121.31,157.38,0,6.0,børns,2016-05-28 00:30:00,2016-05-28,0,5,1,,,
9519731,2016-04-01 01:00:00,Baauer,Variety Playhouse,49.69,66.0,9,36,Atlanta,GA,Ticketmaster US,NoPriceClass,0,5502993,18,,2016,4,4,57.845,16.310000000000002,0,4.0,baauer,2016-04-01 01:00:00,2016-04-01,1,4,0,,,
9519279,2016-03-26 02:00:00,Baauer,Webster Hall,49.11,74.99,10,33,New York,NY,Songkick Tickets,$25.19 ,0,5502993,12,4.0,2016,3,5,62.05,25.879999999999995,0,3.3,baauer,2016-03-26 02:00:00,2016-03-26,2,5,1,,,
9519278,2016-03-25 00:30:00,Baauer,Union Transfer,49.7,41.0,2,10,Philadelphia,PA,Ticketfly,$20.00 ,0,5502993,11,4.0,2016,3,4,45.35,-8.700000000000003,0,5.0,baauer,2016-03-25 00:30:00,2016-03-25,0,4,0,,,
9510798,2016-05-05 23:00:00,Babymetal,House of Blues Boston,69.76,424.0,41,200,Boston,MA,Live Nation,NoPriceClass,0,5643294,53,,2016,5,3,246.88,354.24,0,4.878048780487805,babymetal,2016-05-05 23:00:00,2016-05-05,23,3,0,,,
9482701,2016-05-14 01:30:00,Babymetal,House of Blues Chicago,114.6,350.0,21,82,Chicago,IL,Live Nation,NoPriceClass,0,5643294,61,,2016,5,5,232.3,235.4,0,3.9047619047619047,babymetal,2016-05-14 01:30:00,2016-05-14,1,5,1,,,
9512112,2016-07-16 03:00:00,Babymetal,Wiltern Theatre,114.6,273.74,51,170,Los Angeles,CA,Live Nation,NoPriceClass,0,5643294,124,,2016,7,5,194.17,159.14,0,3.333333333333333,babymetal,2016-07-16 03:00:00,2016-07-16,3,5,1,,,
9482656,2016-05-05 00:30:00,Babymetal,Playstation Theater,66.07,165.0,40,172,New York,NY,NoVendorClass,NoPriceClass,NoSoldOutClass,5643294,52,,2016,5,3,115.535,98.93,0,4.3,babymetal,2016-05-05 00:30:00,2016-05-05,0,3,0,,,
9482696,2016-05-08 00:00:00,Babymetal,The Electric Factory,71.53,117.3,20,97,Philadelphia,PA,Ticketmaster,$39.50 ,0,5643294,55,6.0,2016,5,6,94.415,45.77,0,4.85,babymetal,2016-05-08 00:00:00,2016-05-08,0,6,1,,,
9510361,2016-07-13 03:30:00,Babymetal,Showbox Sodo,79.0,199.0,10,32,Seattle,WA,Songkick Tickets,$49.00 ,0,5643294,121,6.0,2016,7,2,139.0,120.0,0,3.2,babymetal,2016-07-13 03:30:00,2016-07-13,3,2,0,,,
9510356,2016-07-15 04:00:00,Babymetal,Regency Ballroom,147.46,250.0,8,29,San Francisco,CA,Songkick Tickets,$48.50 ,0,5643294,123,6.0,2016,7,4,198.73,102.54,0,3.625,babymetal,2016-07-15 04:00:00,2016-07-15,4,4,0,,,
9534545,2016-07-01 23:00:00,Bad Company and Joe Walsh,Chastain Park Amphitheatre,54.42,473.68,30,178,Atlanta,GA,Live Nation,NoPriceClass,0,364801,110,,2016,7,4,264.05,419.26,0,5.933333333333334,bad company and joe walsh,2016-07-01 23:00:00,2016-07-01,23,4,0,,,
9537117,2016-06-24 00:00:00,Bad Company with Joe Walsh,FirstMerit Bank Pavilion at Northerly Island,85.09,1999.0,148,557,Chicago,IL,Live Nation,NoPriceClass,0,364801,102,,2016,6,4,1042.045,1913.91,0,3.7635135135135136,bad company with joe walsh,2016-06-24 00:00:00,2016-06-24,0,4,0,,,
9537097,2016-05-13 00:00:00,Bad Company with Joe Walsh,Gexa Energy Pavilion,40.2,1011.0,199,825,Dallas,TX,Live Nation,NoPriceClass,0,364801,60,,2016,5,4,525.6,970.8,0,4.1457286432160805,bad company with joe walsh,2016-05-13 00:00:00,2016-05-13,0,4,0,,,
9537888,2016-04-23 04:00:00,BADBADNOTGOOD,Roxy Theatre Los Angeles,95.72,80.0,2,6,Los Angeles,CA,Ticketfly,$22.00 ,0,5218583,40,6.0,2016,4,5,87.86,-15.72,0,3.0,badbadnotgood,2016-04-23 04:00:00,2016-04-23,4,5,1,,,
9519281,2016-05-07 00:00:00,Badfish - A Tribute to Sublime,Paradise Rock Club,94.01,77.55,1,6,Boston,MA,NoResults,NoResults,NoResults,NoResults,54,,2016,5,5,85.78,-16.460000000000008,0,6.0,badfish - a tribute to sublime,2016-05-07 00:00:00,2016-05-07,0,5,1,,,
9500384,2016-04-02 04:00:00,Bag Raiders,El Rey Theatre (LA),43.78,75.0,13,45,Los Angeles,CA,Songkick Tickets,$27.75 ,0,975813,19,10.0,2016,4,5,59.39,31.22,0,3.4615384615384617,bag raiders,2016-04-02 04:00:00,2016-04-02,4,5,1,,,
9536015,2016-03-27 03:00:00,Bag Raiders,Doug Fir Lounge ,68.52,59.45,4,18,Portland,OR,Ticketfly,$12.00 ,0,975813,13,10.0,2016,3,6,63.985,-9.069999999999991,0,4.5,bag raiders,2016-03-27 03:00:00,2016-03-27,3,6,1,,,
9513651,2016-03-26 03:00:00,Bag Raiders,Neumos,47.32,57.0,3,12,Seattle,WA,NoVendorClass,NoPriceClass,NoSoldOutClass,975813,12,,2016,3,5,52.16,9.68,0,4.0,bag raiders,2016-03-26 03:00:00,2016-03-26,3,5,1,,,
9476544,2016-04-01 04:00:00,Bag Raiders,The Independent,65.44,90.0,4,11,San Francisco,CA,Ticketfly,$20.00 ,1,975813,18,10.0,2016,4,4,77.72,24.56,0,2.75,bag raiders,2016-04-01 04:00:00,2016-04-01,4,4,0,,,
9537022,2016-05-29 03:00:00,Banda Los Recoditos,Microsoft Theater,96.9,1800.0,21,132,Los Angeles,CA,AXS,$50.00 ,0,76223,76,27.0,2016,5,6,948.45,1703.1,0,6.285714285714286,banda los recoditos,2016-05-29 03:00:00,2016-05-29,3,6,1,,,
9484433,2016-07-16 03:00:00,Banda MS,Microsoft Theater,79.2,495.0,48,205,Los Angeles,CA,AXS,$30.50 ,0,8363723,124,16.0,2016,7,5,287.1,415.8,0,4.270833333333333,banda ms,2016-07-16 03:00:00,2016-07-16,3,5,1,,,
9532261,2016-07-17 03:00:00,Banda MS,Microsoft Theater,108.7,2000.0,55,320,Los Angeles,CA,AXS,$30.50 ,0,8363723,125,16.0,2016,7,6,1054.35,1891.3,0,5.818181818181818,banda ms,2016-07-17 03:00:00,2016-07-17,3,6,1,,,
9510183,2016-04-22 23:00:00,Bane,Masquerade Atlanta,36.57,70.0,5,33,Atlanta,GA,Ticketmaster,$12.00 ,0,21223,40,14.0,2016,4,4,53.285,33.43,0,6.6,bane,2016-04-22 23:00:00,2016-04-22,23,4,0,,,
9530467,2016-05-01 00:30:00,Bane,Beat Kitchen,90.74,72.47,2,10,Chicago,IL,Ticketfly,$20.00 ,1,456837,48,21.0,2016,5,6,81.60499999999999,-18.27,0,5.0,bane,2016-05-01 00:30:00,2016-05-01,0,6,1,,,
9537239,2016-04-25 00:00:00,Bane,The End Nashville,240.07,199.0,1,6,Nashville,TN,Ticketfly,$18.00 ,0,456837,42,21.0,2016,4,0,219.535,-41.06999999999999,0,6.0,bane,2016-04-25 00:00:00,2016-04-25,0,0,0,,,
9510767,2016-05-08 23:00:00,Bane,Marlin Room at Webster Hall,64.32,495.0,15,80,New York,NY,NoVendorClass,NoPriceClass,NoSoldOutClass,456837,56,,2016,5,6,279.66,430.68,0,5.333333333333333,bane,2016-05-08 23:00:00,2016-05-08,23,6,1,,,
9512042,2016-05-06 22:30:00,Bane,First Unitarian Church of Philadelphia ,64.25,150.0,5,7,Philadelphia,PA,Ticketfly,$20.00 ,1,456837,54,21.0,2016,5,4,107.125,85.75,0,1.4,bane,2016-05-06 22:30:00,2016-05-06,22,4,0,,,
9521590,2016-05-07 22:30:00,Bane,First Unitarian Church of Philadelphia ,83.71,495.0,10,93,Philadelphia,PA,Ticketfly,$20.00 ,1,456837,55,21.0,2016,5,5,289.355,411.29,0,9.3,bane,2016-05-07 22:30:00,2016-05-07,22,5,1,,,
9531640,2016-03-20 01:00:00,Banners,Cambridge Room at House of Blues Dallas,31.41,45.0,4,24,Dallas,TX,Ticketmaster,$15.00 ,0,5401363,6,11.0,2016,3,6,38.205,13.59,0,6.0,banners,2016-03-20 01:00:00,2016-03-20,1,6,1,,,
9531645,2016-03-22 02:00:00,Banners,Marquis Theater Denver,26.1,20.0,1,4,Denver,CO,Ticketfly,$15.00 ,0,8685879,8,,2016,3,1,23.05,-6.100000000000001,0,4.0,banners,2016-03-22 02:00:00,2016-03-22,2,1,0,,,
9531639,2016-03-16 00:00:00,Banners,House of Blues Houston,48.64,69.0,2,13,Houston,TX,Live Nation,NoPriceClass,0,5401363,2,,2016,3,2,58.82,20.36,0,6.5,banners,2016-03-16 00:00:00,2016-03-16,0,2,0,,,
9513913,2016-06-19 23:00:00,Barenaked Ladies,Blue Hills Bank Pavilion,55.6,556.0,69,329,Boston,MA,Live Nation,NoPriceClass,0,199498,98,,2016,6,6,305.8,500.4,0,4.768115942028985,barenaked ladies,2016-06-19 23:00:00,2016-06-19,23,6,1,,,
9513932,2016-07-25 01:30:00,Barenaked Ladies,Greek Theatre Los Angeles,48.39,556.0,57,209,Los Angeles,CA,Ticketmaster,$25.00 ,0,199498,133,28.0,2016,7,0,302.195,507.61,0,3.6666666666666665,barenaked ladies,2016-07-25 01:30:00,2016-07-25,1,0,0,,,
9513926,2016-07-06 00:00:00,Barenaked Ladies,Ascend Amphitheater,55.58,237.0,42,206,Nashville,TN,Live Nation,NoPriceClass,0,199498,114,,2016,7,2,146.29,181.42,0,4.904761904761905,barenaked ladies,2016-07-06 00:00:00,2016-07-06,0,2,0,,,
9513910,2016-06-13 22:00:00,Barenaked Ladies,Central Park Summerstage,99.25,157.0,9,46,New York,NY,Ticketfly,$52.00 ,0,199498,92,28.0,2016,6,0,128.125,57.75,0,5.111111111111111,barenaked ladies,2016-06-13 22:00:00,2016-06-13,22,0,0,,,
9513912,2016-06-18 23:00:00,Barenaked Ladies,Mann Center for the Performing Arts,62.68,319.51,41,186,Philadelphia,PA,Ticketmaster,$29.50 ,0,199498,97,28.0,2016,6,5,191.095,256.83,0,4.536585365853658,barenaked ladies,2016-06-18 23:00:00,2016-06-18,23,5,1,,,
9513916,2016-06-24 22:00:00,Barenaked Ladies,Maine State Pier,68.97,275.4,22,76,Portland,ME,Ticketmaster,$25.75 ,0,199498,103,28.0,2016,6,4,172.185,206.43,0,3.4545454545454546,barenaked ladies,2016-06-24 22:00:00,2016-06-24,22,4,0,,,
9538478,2016-06-04 04:00:00,Baroness,Fonda Theatre,72.04,1112.0,10,45,Los Angeles,CA,Songkick Tickets,$34.00 ,0,184832,82,13.0,2016,6,5,592.02,1039.96,0,4.5,baroness,2016-06-04 04:00:00,2016-06-04,4,5,1,,,
9538492,2016-06-03 03:00:00,Baroness,Regency Ballroom,77.81,63.84,2,10,San Francisco,CA,AXS,$25.00 ,0,184832,81,13.0,2016,6,4,70.825,-13.97,0,5.0,baroness,2016-06-03 03:00:00,2016-06-03,3,4,0,,,
9456753,2017-02-13 00:30:00,Barry Manilow,Bridgestone Arena,238.5,200.0,2,4,Nashville,TN,Ticketmaster,$16.45 ,0,1568,336,52.0,2017,2,0,219.25,-38.5,0,2.0,barry manilow,2017-02-13 00:30:00,2017-02-13,0,0,0,,,
9531518,2016-04-29 00:30:00,Barry Manilow,Bridgestone Arena,54.42,349.0,38,142,Nashville,TN,Ticketmaster,$16.45 ,0,1568,46,52.0,2016,4,4,201.71,294.58,0,3.736842105263158,barry manilow,2016-04-29 00:30:00,2016-04-29,0,4,0,,,
9514195,2016-04-08 01:30:00,Basement,Echoplex,14.3,144.0,4,10,Los Angeles,CA,Ticketfly,$15.00 ,0,219964,25,7.0,2016,4,4,79.15,129.7,0,2.5,basement,2016-04-08 01:30:00,2016-04-08,1,4,0,,,
9530425,2016-04-30 00:00:00,"Basement, Turnstile, Defeater, Colleen Green",Theatre of Living Arts,120.5,195.0,3,12,Philadelphia,PA,Live Nation,NoPriceClass,0,219964,47,,2016,4,5,157.75,74.5,0,4.0,"basement, turnstile, defeater, colleen green",2016-04-30 00:00:00,2016-04-30,0,5,1,,,
9487595,2016-04-19 22:30:00,"Basement, Turnstile, Defeater, Colleen Green and more",Bottom Lounge,49.7,57.0,5,28,Chicago,IL,NoResults,NoResults,NoResults,NoResults,37,,2016,4,1,53.35,7.299999999999997,0,5.6,"basement, turnstile, defeater, colleen green and more",2016-04-19 22:30:00,2016-04-19,22,1,0,,,
9509337,2016-03-25 01:00:00,Basia Bulat,The High Watt,83.92,69.0,1,4,Nashville,TN,Ticketweb,NoPriceClass,0,70896,11,,2016,3,4,76.46000000000001,-14.920000000000002,0,4.0,basia bulat,2016-03-25 01:00:00,2016-03-25,1,4,0,,,
9463493,2016-04-02 00:00:00,Basia Bulat,Bowery Ballroom,42.58,50.0,7,28,New York,NY,Ticketmaster,$15.00 ,0,70896,19,12.0,2016,4,5,46.29,7.420000000000002,0,4.0,basia bulat,2016-04-02 00:00:00,2016-04-02,0,5,1,,,
9501834,2016-04-12 01:00:00,Beach House,ACL Live at The Moody Theater,56.78,8000.0,62,229,Austin,TX,Ticketfly,$29.50 ,0,273059,29,12.0,2016,4,1,4028.39,7943.22,0,3.693548387096774,beach house,2016-04-12 01:00:00,2016-04-12,1,1,0,,,
9501832,2016-04-10 01:00:00,Beach House,Bomb Factory,37.9,109.0,22,107,Dallas,TX,Ticketfly,$30.00 ,0,273059,27,12.0,2016,4,6,73.45,71.1,0,4.863636363636363,beach house,2016-04-10 01:00:00,2016-04-10,1,6,1,,,
9421920,2016-03-15 01:00:00,Beach House,Webster Hall,73.3,300.0,21,61,New York,NY,Ticketweb,NoPriceClass,1,273059,1,,2016,3,1,186.65,226.7,0,2.9047619047619047,beach house,2016-03-15 01:00:00,2016-03-15,1,1,0,,,
9421921,2016-03-16 01:00:00,Beach House,Webster Hall,80.38,300.0,23,65,New York,NY,Ticketweb,NoPriceClass,1,273059,2,,2016,3,2,190.19,219.62,0,2.8260869565217392,beach house,2016-03-16 01:00:00,2016-03-16,1,2,0,,,
9423113,2016-03-17 01:00:00,Beach House,Webster Hall,85.1,123.0,17,54,New York,NY,Ticketweb,NoPriceClass,1,273059,3,,2016,3,3,104.05,37.900000000000006,0,3.176470588235294,beach house,2016-03-17 01:00:00,2016-03-17,1,3,0,,,
9422110,2016-03-19 00:30:00,Beach House,Union Transfer,68.5,1111.0,22,95,Philadelphia,PA,Ticketfly,$30.00 ,1,273059,5,12.0,2016,3,5,589.75,1042.5,0,4.318181818181818,beach house,2016-03-19 00:30:00,2016-03-19,0,5,1,,,
9424649,2016-03-20 00:00:00,Beach House,Union Transfer,63.75,1111.0,19,60,Philadelphia,PA,Ticketfly,$30.00 ,1,273059,6,12.0,2016,3,6,587.375,1047.25,0,3.1578947368421053,beach house,2016-03-20 00:00:00,2016-03-20,0,6,1,,,
9501837,2016-04-29 03:00:00,Beach House,McMenamins Crystal Ballroom,55.02,2350.0,35,151,Portland,OR,NoResults,NoResults,NoResults,NoResults,46,,2016,4,4,1202.51,2294.98,0,4.314285714285714,beach house,2016-04-29 03:00:00,2016-04-29,3,4,0,,,
9502403,2016-05-05 03:00:00,Beach House,Paramount Theatre Seattle,61.89,1111.0,30,161,Seattle,WA,NoVendorClass,NoPriceClass,NoSoldOutClass,273059,52,,2016,5,3,586.445,1049.11,0,5.366666666666666,beach house,2016-05-05 03:00:00,2016-05-05,3,3,0,,,
9530976,2016-03-15 00:00:00,Beartooth,House of Blues Houston,29.46,58.0,3,16,Houston,TX,Live Nation,NoPriceClass,0,6321069,1,,2016,3,1,43.73,28.54,0,5.333333333333333,beartooth,2016-03-15 00:00:00,2016-03-15,0,1,0,,,
9505449,2016-04-24 23:00:00,Behemoth,Royale Boston,41.64,71.0,9,48,Boston,MA,Ticketmaster,$22.00 ,0,11056,42,25.0,2016,4,6,56.32,29.36,0,5.333333333333333,behemoth,2016-04-24 23:00:00,2016-04-24,23,6,1,,,
9505455,2016-04-30 01:30:00,Behemoth,Thalia Hall Chicago,43.04,50.0,3,15,Chicago,IL,NoVendorClass,NoPriceClass,NoSoldOutClass,11056,47,,2016,4,5,46.52,6.960000000000001,0,5.0,behemoth,2016-04-30 01:30:00,2016-04-30,1,5,1,,,
9505454,2016-04-23 23:30:00,Behemoth,Webster Hall,29.12,71.0,8,33,New York,NY,NoVendorClass,NoPriceClass,NoSoldOutClass,11056,41,,2016,4,5,50.06,41.88,0,4.125,behemoth,2016-04-23 23:30:00,2016-04-23,23,5,1,,,
9505448,2016-04-22 00:30:00,Behemoth,Theatre of Living Arts,48.37,195.0,11,55,Philadelphia,PA,Live Nation,NoPriceClass,0,11056,39,,2016,4,4,121.685,146.63,0,5.0,behemoth,2016-04-22 00:30:00,2016-04-22,0,4,0,,,
9508018,2016-05-07 03:30:00,Behemoth,Regency Ballroom,60.3,71.0,6,28,San Francisco,CA,Songkick Tickets,$34.00 ,0,11056,54,25.0,2016,5,5,65.65,10.700000000000005,0,4.666666666666667,behemoth,2016-05-07 03:30:00,2016-05-07,3,5,1,,,
9502608,2016-04-07 00:00:00,Beirut,Buckhead Theatre,51.69,144.0,12,57,Atlanta,GA,Ticketmaster,$30.00 ,0,355452,24,10.0,2016,4,3,97.845,92.31,0,4.75,beirut,2016-04-07 00:00:00,2016-04-07,0,3,0,,,
9508248,2016-08-01 00:00:00,Beirut,State Theatre Portland Maine,51.97,67.0,7,42,Portland,ME,Ticketmaster,$30.00 ,0,355452,140,10.0,2016,8,0,59.485,15.03,0,6.0,beirut,2016-08-01 00:00:00,2016-08-01,0,0,0,,,
9530445,2016-06-12 22:00:00,Bela Fleck and the Flecktones,Thalia Hall Chicago,95.72,79.0,1,6,Chicago,IL,NoVendorClass,NoPriceClass,NoSoldOutClass,433400,91,,2016,6,6,87.36,-16.72,0,6.0,bela fleck and the flecktones,2016-06-12 22:00:00,2016-06-12,22,6,1,,,
9530446,2016-06-13 01:30:00,Bela Fleck and the Flecktones,Thalia Hall Chicago,119.32,145.0,3,5,Chicago,IL,NoVendorClass,NoPriceClass,NoSoldOutClass,433400,91,,2016,6,0,132.16,25.680000000000007,0,1.6666666666666667,bela fleck and the flecktones,2016-06-13 01:30:00,2016-06-13,1,0,0,,,
9516766,2016-04-03 01:00:00,Belinda Carlise,Center Stage Theatre,89.82,255.64,14,46,Atlanta,GA,NoResults,NoResults,NoResults,NoResults,20,,2016,4,6,172.73,165.82,0,3.2857142857142856,belinda carlise,2016-04-03 01:00:00,2016-04-03,1,6,1,,,
9531433,2016-08-12 22:00:00,Belly,Royale Boston,81.87,100.0,7,30,Boston,MA,Ticketmaster,$32.00 ,0,478375,152,25.0,2016,8,4,90.935,18.129999999999995,0,4.285714285714286,belly,2016-08-12 22:00:00,2016-08-12,22,4,0,,,
9538513,2016-08-09 23:00:00,Belly,Royale Boston,83.9,500.0,14,56,Boston,MA,Ticketmaster,$32.00 ,0,478375,149,25.0,2016,8,1,291.95,416.1,0,4.0,belly,2016-08-09 23:00:00,2016-08-09,23,1,0,,,
9539653,2016-08-26 03:00:00,Belly,Teragram Ballroom,79.96,144.0,13,57,Los Angeles,CA,Ticketmaster,$30.00 ,0,478375,165,25.0,2016,8,4,111.98,64.04,0,4.384615384615385,belly,2016-08-26 03:00:00,2016-08-26,3,4,0,,,
9531432,2016-08-12 00:00:00,Belly,Bowery Ballroom,59.14,185.0,18,69,New York,NY,Ticketmaster,$30.00 ,0,478375,151,25.0,2016,8,4,122.07,125.86,0,3.8333333333333335,belly,2016-08-12 00:00:00,2016-08-12,0,4,0,,,
9537238,2016-08-11 00:00:00,Belly,Bowery Ballroom,85.08,1112.0,10,61,New York,NY,Ticketmaster,$30.00 ,0,478375,150,25.0,2016,8,3,598.54,1026.92,0,6.1,belly,2016-08-11 00:00:00,2016-08-11,0,3,0,,,
9476281,2016-04-16 01:00:00,Ben Folds,Bass Concert Hall,67.4,145.0,37,123,Austin,TX,NoVendorClass,NoPriceClass,NoSoldOutClass,125822,33,,2016,4,5,106.2,77.6,0,3.324324324324324,ben folds,2016-04-16 01:00:00,2016-04-16,1,5,1,,,
9475587,2016-05-07 23:30:00,Ben Folds,Orpheum Theatre - MA,75.66,238.0,45,121,Boston,MA,Ticketmaster,$38.00 ,0,125822,55,15.0,2016,5,5,156.82999999999998,162.34,0,2.688888888888889,ben folds,2016-05-07 23:30:00,2016-05-07,23,5,1,,,
9477336,2016-05-14 01:00:00,Ben Folds,Riviera Theatre (Chicago),63.86,105.0,8,38,Chicago,IL,NoVendorClass,NoPriceClass,NoSoldOutClass,125822,61,,2016,5,5,84.43,41.14,0,4.75,ben folds,2016-05-14 01:00:00,2016-05-14,1,5,1,,,
9475589,2016-04-15 01:00:00,Ben Folds,Majestic Theatre Dallas,67.4,444.44,33,77,Dallas,TX,Ticketmaster,$29.50 ,0,125822,32,15.0,2016,4,4,255.92,377.04,0,2.333333333333333,ben folds,2016-04-15 01:00:00,2016-04-15,1,4,0,,,
9475697,2016-05-17 02:00:00,Ben Folds,Paramount Theatre Denver,81.95,199.0,16,70,Denver,CO,NoVendorClass,NoPriceClass,NoSoldOutClass,125822,64,,2016,5,1,140.475,117.05,0,4.375,ben folds,2016-05-17 02:00:00,2016-05-17,2,1,0,,,
9475590,2016-04-17 01:00:00,Ben Folds,Cullen Performance Hall,79.2,271.78,23,62,Houston,TX,Ticketmaster,$29.50 ,0,125822,34,15.0,2016,4,6,175.48999999999998,192.58,0,2.6956521739130435,ben folds,2016-04-17 01:00:00,2016-04-17,1,6,1,,,
9475599,2016-05-19 03:00:00,Ben Folds,Orpheum Theatre Los Angeles,83.45,201.25,29,81,Los Angeles,CA,Ticketmaster,$32.00 ,0,125822,66,15.0,2016,5,3,142.35,117.8,0,2.793103448275862,ben folds,2016-05-19 03:00:00,2016-05-19,3,3,0,,,
9475593,2016-04-25 00:30:00,Ben Folds,Ryman Auditorium,85.1,305.56,37,87,Nashville,TN,Ticketmaster,$39.50 ,0,125822,42,15.0,2016,4,0,195.33,220.46,0,2.3513513513513518,ben folds,2016-04-25 00:30:00,2016-04-25,0,0,0,,,
9475594,2016-05-05 00:00:00,Ben Folds,Beacon Theatre,77.94,474.01,74,232,New York,NY,Ticketmaster,$45.00 ,0,125822,52,15.0,2016,5,3,275.975,396.07,0,3.135135135135135,ben folds,2016-05-05 00:00:00,2016-05-05,0,3,0,,,
9475596,2016-05-07 00:00:00,Ben Folds,Fillmore Philadelphia,67.87,105.0,13,45,Philadelphia,PA,Live Nation,NoPriceClass,0,125822,54,,2016,5,5,86.435,37.13,0,3.4615384615384617,ben folds,2016-05-07 00:00:00,2016-05-07,0,5,1,,,
9454844,2016-04-07 23:00:00,Ben Harper,Beacon Theatre,86.67,667.0,105,311,New York,NY,Ticketmaster,$57.50 ,0,76901,25,24.0,2016,4,3,376.835,580.33,0,2.961904761904762,ben harper,2016-04-07 23:00:00,2016-04-07,23,3,0,,,
9506638,2016-08-18 01:30:00,Ben Harper,Fox Theater Oakland,89.05,5000.0,61,205,Oakland,CA,Ticketmaster,$52.50 ,0,76901,157,24.0,2016,8,3,2544.525,4910.95,0,3.360655737704918,ben harper,2016-08-18 01:30:00,2016-08-18,1,3,0,,,
9454878,2016-04-09 21:00:00,Ben Harper and The Innocent Criminals,House of Blues Boston,105.54,264.0,30,109,Boston,MA,Live Nation,NoPriceClass,0,76901,27,,2016,4,5,184.77,158.45999999999998,0,3.633333333333333,ben harper and the innocent criminals,2016-04-09 21:00:00,2016-04-09,21,5,1,,,
9454859,2016-04-17 01:00:00,Ben Harper and The Innocent Criminals,Riviera Theatre (Chicago),76.84,409.01,27,97,Chicago,IL,NoVendorClass,NoPriceClass,NoSoldOutClass,76901,34,,2016,4,6,242.925,332.17,0,3.592592592592593,ben harper and the innocent criminals,2016-04-17 01:00:00,2016-04-17,1,6,1,,,
9454867,2016-04-23 01:00:00,Ben Harper and The Innocent Criminals,Ryman Auditorium,117.31,1000.0,40,104,Nashville,TN,Ticketmaster,$37.50 ,0,76901,40,24.0,2016,4,5,558.655,882.69,0,2.6,ben harper and the innocent criminals,2016-04-23 01:00:00,2016-04-23,1,5,1,,,
9454873,2016-04-11 00:00:00,Ben Harper and The Innocent Criminals,Fillmore Philadelphia,67.79,168.0,19,70,Philadelphia,PA,NoResults,NoResults,NoResults,NoResults,28,,2016,4,0,117.895,100.21,0,3.684210526315789,ben harper and the innocent criminals,2016-04-11 00:00:00,2016-04-11,0,0,0,,,
